structid	chain	unp
3CUN	A	P09012
3CUN	B	P09012
3CUQ	A	Q96H20
3CUQ	B	Q86VN1
3CUQ	C	Q9BRG1
3CUQ	D	Q9BRG1
3CVA	X	Q07817
3CVF	A	Q9NSC5
3CVF	B	Q9NSC5
3CVF	C	Q9NSC5
3CVF	D	Q9NSC5
3CVM	A	P05121
3CVM	B	P05121
3CW1	0	P09234
3CW1	1	P62306
3CW1	2	P62306
3CW1	3	P62308
3CW1	4	P62308
3CW1	5	P62308
3CW1	6	P08621
3CW1	7	P08621
3CW1	8	P08621
3CW1	9	P09234
3CW1	A	P14678
3CW1	B	P62314
3CW1	C	P62316
3CW1	D	P62318
3CW1	E	P62304
3CW1	F	P62306
3CW1	G	P62308
3CW1	H	P14678
3CW1	I	P14678
3CW1	J	P14678
3CW1	K	P08621
3CW1	L	P09234
3CW1	M	P62314
3CW1	N	P62314
3CW1	O	P62314
3CW1	P	P62316
3CW1	Q	P62316
3CW1	R	P62316
3CW1	S	P62318
3CW1	T	P62318
3CW1	U	P62318
3CW1	W	P62304
3CW1	X	P62304
3CW1	Y	P62304
3CW1	Z	P62306
3CW3	A	Q9Y4K1
3CWD	A	P37231
3CWD	B	P37231
3CWD	C	Q15788
3CWD	D	Q15788
3CWE	A	P18031
3CWK	A	P29373
3CWL	A	P01009
3CWM	A	P01009
3CWW	A	P14735
3CWW	B	P14735
3CWZ	A	P20340
3CX2	A	Q14896
3CX9	A	P02768
3CXD	P	P10451
3CXE	A	P32927
3CXE	B	P04141
3CXE	C	P15509
3CXF	A	P02766
3CXF	B	P02766
3CXL	A	P15882
3CXP	A	Q96EK6
3CXQ	A	Q96EK6
3CXS	A	Q96EK6
3CXW	A	P11309
3CY2	A	P11309
3CY3	A	P11309
3CY6	A	Q99497
3CYF	A	Q99497
3CYH	A	P62937
3CYI	A	Q9BYN0
3CYN	A	Q8TED1
3CYN	B	Q8TED1
3CYN	C	Q8TED1
3CYS	A	P62937
3CYU	A	P00918
3CYY	A	Q07157
3CYY	B	Q07157
3CZ9	A	Q99497
3CZA	A	Q99497
3CZD	A	O94925
3CZH	A	Q6VVX0
3CZH	B	Q6VVX0
3CZR	A	P28845
3CZR	B	P28845
3CZT	X	P04271
3CZU	A	P29317
3CZV	A	Q8N1Q1
3CZV	B	Q8N1Q1
3CZY	A	P09601
3CZY	B	P09601
3D05	A	P04637
3D06	A	P04637
3D07	A	P04637
3D07	B	P04637
3D08	A	P04637
3D09	A	P04637
3D0A	A	P04637
3D0A	B	P04637
3D0A	C	P04637
3D0A	D	P04637
3D0B	A	P07900
3D0E	A	P31751
3D0E	B	P31751
3D0G	A	Q9BYF1
3D0G	B	Q9BYF1
3D0H	A	Q9BYF1
3D0H	B	Q9BYF1
3D0N	A	Q8N1Q1
3D0N	B	Q8N1Q1
3D0Y	A	P04271
3D0Y	B	P04271
3D10	A	P04271
3D10	B	P04271
3D17	A	P69905
3D17	B	P68871
3D17	C	P69905
3D17	D	P68871
3D1M	C	Q4KMG0
3D1M	D	Q4KMG0
3D1N	I	Q14863
3D1N	J	Q14863
3D1N	K	Q14863
3D1N	L	Q14863
3D1N	M	Q14863
3D1N	N	Q14863
3D1N	O	Q14863
3D1N	P	Q14863
3D1V	A	P00491
3D24	A	P11474
3D24	B	Q9UBK2
3D24	C	P11474
3D24	D	Q9UBK2
3D2E	B	P0DMV8
3D2E	D	P0DMV8
3D2F	B	P0DMV8
3D2F	D	P0DMV8
3D2N	A	Q9NR56
3D2Q	A	Q9NR56
3D2Q	B	Q9NR56
3D2Q	C	Q9NR56
3D2Q	D	Q9NR56
3D2R	A	Q16654
3D2R	B	Q16654
3D2S	A	Q9NR56
3D2S	B	Q9NR56
3D2S	C	Q9NR56
3D2S	D	Q9NR56
3D2T	A	P02766
3D2T	B	P02766
3D2U	B	P61769
3D2U	C	P60709
3D2U	D	Q8NHL6
3D2U	F	P61769
3D2U	G	P60709
3D2U	H	Q8NHL6
3D32	A	O95166
3D32	B	O95166
3D34	A	Q9BUD6
3D34	B	Q9BUD6
3D3E	A	P28845
3D3E	B	P28845
3D3E	C	P28845
3D3E	D	P28845
3D3J	A	Q96F86
3D3K	A	Q96F86
3D3K	B	Q96F86
3D3K	C	Q96F86
3D3K	D	Q96F86
3D3L	A	P18054
3D3L	B	P18054
3D3M	A	P78344
3D3M	B	P78344
3D3P	A	Q07343
3D3W	A	Q7Z4W1
3D3W	B	Q7Z4W1
3D42	A	P35236
3D42	B	P28482
3D44	A	P35236
3D44	B	P28482
3D48	P	P01236
3D48	R	P16471
3D49	H	P00734
3D49	L	P00734
3D4J	A	P53602
3D4J	B	P53602
3D4L	A	P27487
3D4L	B	P27487
3D4N	A	P28845
3D4N	B	P28845
3D4N	C	P28845
3D4N	D	P28845
3D4Q	A	P15056
3D4Q	B	P15056
3D4S	A	P07550
3D57	A	P10828
3D57	B	P10828
3D59	A	Q13093
3D59	B	Q13093
3D5E	A	Q13093
3D5E	B	Q13093
3D5F	A	Q03181
3D5F	B	Q03181
3D5O	A	P02743
3D5O	B	P02743
3D5O	C	P02743
3D5O	D	P02743
3D5O	E	P02743
3D5O	F	P12318
3D5Q	A	P28845
3D5Q	B	P28845
3D5Q	C	P28845
3D5Q	D	P28845
3D5R	A	P01024
3D5R	B	P01024
3D5S	A	P01024
3D5S	B	P01024
3D66	A	Q96IY4
3D66	B	Q96IY4
3D66	C	Q96IY4
3D67	A	Q96IY4
3D67	B	Q96IY4
3D67	C	Q96IY4
3D68	A	Q96IY4
3D68	B	Q96IY4
3D68	C	Q96IY4
3D6D	A	P37231
3D6D	B	P37231
3D6F	A	P29466
3D6F	B	P29466
3D6G	A	P01857
3D6G	B	P01857
3D6H	A	P29466
3D6H	B	P29466
3D6M	A	P29466
3D6M	B	P29466
3D6T	B	Q5S007
3D7C	A	Q92830
3D7C	B	Q92830
3D7D	A	Q04609
3D7F	A	Q04609
3D7G	A	Q04609
3D7H	A	Q04609
3D7O	A	P69905
3D7O	B	P68871
3D7P	A	P02766
3D7P	B	P02766
3D7T	A	P41240
3D7U	A	P41240
3D7U	C	P41240
3D7V	A	Q07820
3D7V	B	O43521
3D7Z	A	Q16539
3D83	A	Q16539
3D85	C	Q9NPF7
3D85	D	P29460
3D87	A	Q9NPF7
3D87	B	P29460
3D87	C	Q9NPF7
3D87	D	P29460
3D8B	A	Q6PIW4
3D8B	B	Q6PIW4
3D8C	A	Q9NWT6
3D8D	A	O00213
3D8D	B	O00213
3D8E	A	O00213
3D8E	B	O00213
3D8E	C	O00213
3D8E	D	O00213
3D8F	A	O00213
3D8F	B	O00213
3D8F	C	O00213
3D8F	D	O00213
3D8W	A	P00918
3D90	A	P06401
3D90	B	P06401
3D91	A	P00797
3D91	B	P00797
3D92	A	P00918
3D93	A	P00918
3D94	A	P08069
3D95	A	P29373
3D95	B	P29373
3D96	A	P29373
3D96	B	P29373
3D97	A	P29373
3D97	B	P29373
3D9C	A	P18031
3D9H	A	Q96DX5
3D9I	A	Q9UPN6
3D9I	B	Q9UPN6
3D9J	A	Q9UPN6
3D9J	B	Q9UPN6
3D9K	A	Q9UPN6
3D9K	B	Q9UPN6
3D9K	Y	P24928
3D9K	Z	P24928
3D9L	A	Q9UPN6
3D9L	B	Q9UPN6
3D9L	Y	P24928
3D9L	Z	P24928
3D9M	A	Q9UPN6
3D9M	B	Q9UPN6
3D9M	Y	P24928
3D9M	Z	P24928
3D9N	A	Q9UPN6
3D9N	B	Q9UPN6
3D9N	Y	P24928
3D9N	Z	P24928
3D9O	A	Q9UPN6
3D9O	B	Q9UPN6
3D9O	Z	P24928
3D9P	A	Q9UPN6
3D9P	B	Q9UPN6
3D9P	Y	P24928
3D9P	Z	P24928
3D9S	A	P55064
3D9S	B	P55064
3D9S	C	P55064
3D9S	D	P55064
3D9T	A	Q13490
3D9T	B	Q13490
3D9T	C	P55211
3D9T	D	P55211
3D9U	A	Q13490
3D9U	B	Q9NR28
3D9V	A	Q13464
3D9V	B	Q13464
3D9Z	A	P00918
3DA2	A	Q8N1Q1
3DA2	B	Q8N1Q1
3DA6	A	P53779
3DA9	A	P00734
3DA9	B	P00734
3DAB	A	O15151
3DAB	B	P04637
3DAB	C	O15151
3DAB	D	P04637
3DAB	E	O15151
3DAB	F	P04637
3DAB	G	O15151
3DAB	H	P04637
3DAC	B	P04637
3DAC	P	P04637
3DAD	A	Q9Y613
3DAD	B	Q9Y613
3DAI	A	Q6PL18
3DAK	A	O95747
3DAK	B	O95747
3DAK	C	O95747
3DAK	D	O95747
3DAL	A	O75626
3DAL	B	O75626
3DAR	A	P21802
3DAR	B	P21802
3DAX	A	P22680
3DAX	B	P22680
3DAY	A	Q08AH3
3DAZ	A	P00918
3DB5	A	Q9UKN5
3DB5	B	Q9UKN5
3DBH	A	Q13564
3DBH	B	Q8TBC4
3DBH	C	Q13564
3DBH	D	Q8TBC4
3DBH	E	Q13564
3DBH	F	Q8TBC4
3DBH	G	Q13564
3DBH	H	Q8TBC4
3DBH	I	Q15843
3DBH	J	Q15843
3DBH	K	Q15843
3DBH	L	Q15843
3DBL	A	Q13564
3DBL	B	Q8TBC4
3DBL	C	Q13564
3DBL	D	Q8TBC4
3DBL	E	Q13564
3DBL	F	Q8TBC4
3DBL	G	Q13564
3DBL	H	Q8TBC4
3DBL	I	Q15843
3DBL	J	Q15843
3DBL	K	Q15843
3DBL	L	Q15843
3DBP	A	P11172
3DBP	B	P11172
3DBQ	A	P33981
3DBR	A	Q13564
3DBR	B	Q8TBC4
3DBR	C	Q13564
3DBR	D	Q8TBC4
3DBR	E	Q13564
3DBR	F	Q8TBC4
3DBR	G	Q13564
3DBR	H	Q8TBC4
3DBR	I	Q15843
3DBR	J	Q15843
3DBR	K	Q15843
3DBR	L	Q15843
3DBS	A	P48736
3DBU	A	P00918
3DBX	B	P61769
3DBZ	A	P35247
3DBZ	B	P35247
3DBZ	C	P35247
3DC1	A	Q8N5Z0
3DC1	B	Q8N5Z0
3DC1	C	Q8N5Z0
3DC1	D	Q8N5Z0
3DC3	A	P00918
3DC9	A	P00918
3DCC	A	P00918
3DCG	A	Q15370
3DCG	B	Q15369
3DCG	C	Q15370
3DCG	D	Q15369
3DCS	A	P00918
3DCT	A	Q96RI1
3DCT	B	Q15788
3DCU	A	Q96RI1
3DCU	B	Q15788
3DCV	A	P11309
3DCW	A	P00918
3DCY	A	Q9NQ88
3DD0	A	P00918
3DD1	A	P06737
3DD1	B	P06737
3DD2	H	P00734
3DD2	L	P00734
3DD3	A	P09211
3DD3	B	P09211
3DD8	A	P00918
3DDA	B	P60880
3DDB	B	P60880
3DDC	A	P01112
3DDP	A	P24941
3DDP	C	P24941
3DDQ	A	P24941
3DDQ	C	P24941
3DDS	A	P06737
3DDS	B	P06737
3DDT	A	Q969Q1
3DDT	B	Q969Q1
3DDT	C	Q969Q1
3DDU	A	P48147
3DDW	A	P06737
3DDW	B	P06737
3DEH	A	P42574
3DEH	B	P42574
3DEH	C	P42574
3DEH	D	P42574
3DEI	A	P42574
3DEI	B	P42574
3DEI	C	P42574
3DEI	D	P42574
3DEJ	A	P42574
3DEJ	B	P42574
3DEJ	C	P42574
3DEJ	D	P42574
3DEK	A	P42574
3DEK	B	P42574
3DEK	C	P42574
3DEK	D	P42574
3DEM	A	P48740
3DEM	B	P48740
3DEY	X	P14061
3DFC	B	P53355
3DFJ	A	Q16651
3DFL	A	Q16651
3DG1	A	P10997
3DGC	L	Q9GZX6
3DGC	M	Q9GZX6
3DGC	R	Q8N6P7
3DGC	S	Q8N6P7
3DGD	A	P02766
3DGD	B	P02766
3DGD	C	P02766
3DGD	D	P02766
3DGK	A	P53355
3DGQ	A	P09211
3DGQ	B	P09211
3DGR	A	P43490
3DGR	B	P43490
3DH1	A	Q7Z6V5
3DH1	B	Q7Z6V5
3DH1	C	Q7Z6V5
3DH1	D	Q7Z6V5
3DHD	A	P43490
3DHD	B	P43490
3DHE	A	P14061
3DHF	A	P43490
3DHF	B	P43490
3DHJ	A	P61769
3DHK	H	P00734
3DHK	L	P00734
3DHM	A	P61769
3DHP	A	P04745
3DI2	A	P13232
3DI2	B	P16871
3DI2	C	P13232
3DI2	D	P16871
3DI3	A	P13232
3DI3	B	P16871
3DID	A	P02766
3DID	B	P02766
3DID	C	P02766
3DID	D	P02766
3DIW	C	P35222
3DIW	D	P35222
3DJ8	A	P05089
3DJ8	B	P05089
3DJ9	A	P01857
3DJG	X	P00390
3DJH	A	P14174
3DJH	B	P14174
3DJH	C	P14174
3DJI	A	P14174
3DJI	B	P14174
3DJI	C	P14174
3DJI	D	P14174
3DJI	E	P14174
3DJI	F	P14174
3DJJ	A	P00390
3DJR	A	P02766
3DJR	B	P02766
3DJS	A	P02766
3DJS	B	P02766
3DJT	A	P02766
3DJT	B	P02766
3DJU	B	P78543
3DJY	A	P06276
3DJZ	A	P02766
3DJZ	B	P02766
3DK0	A	P02766
3DK0	B	P02766
3DK2	A	P02766
3DK2	B	P02766
3DK4	A	P00390
3DK8	A	P00390
3DK9	A	P00390
3DKB	A	P21580
3DKB	B	P21580
3DKB	C	P21580
3DKB	D	P21580
3DKB	E	P21580
3DKB	F	P21580
3DKC	A	P08581
3DKF	A	P08581
3DKG	A	P08581
3DKJ	A	P43490
3DKJ	B	P43490
3DKK	A	P06276
3DKL	A	P43490
3DKL	B	P43490
3DKM	A	Q9ULT8
3DKO	A	Q15375
3DL2	A	Q8IX04
3DL2	B	Q8IX04
3DL9	A	Q6VVX0
3DL9	B	Q6VVX0
3DLJ	A	Q96KN2
3DLJ	B	Q96KN2
3DLM	A	Q15047
3DLQ	I	Q9GZX6
3DLQ	R	Q8N6P7
3DLS	A	Q96RG2
3DLS	B	Q96RG2
3DLS	C	Q96RG2
3DLS	D	Q96RG2
3DLS	E	Q96RG2
3DLS	F	Q96RG2
3DLW	A	P01011
3DLX	A	P55809
3DLX	B	P55809
3DLX	C	P55809
3DLX	D	P55809
3DLZ	A	Q8TF76
3DM1	A	Q13185
3DM1	B	Q96KQ7
3DM1	C	Q13185
3DM1	D	Q96KQ7
3DM1	E	Q13185
3DM1	F	Q96KQ7
3DM1	G	Q13185
3DM1	H	Q96KQ7
3DM6	A	P56817
3DM6	B	P56817
3DM6	C	P56817
3DMW	A	P02461
3DMW	B	P02461
3DMW	C	P02461
3DN5	A	P15121
3DNG	A	P22894
3DNG	B	P22894
3DNK	A	P01857
3DNK	B	P01857
3DO3	A	P01857
3DO3	B	P01857
3DO4	A	P02766
3DO4	B	P02766
3DO4	C	P02766
3DO4	D	P02766
3DO4	E	P02766
3DO4	F	P02766
3DO4	G	P02766
3DO4	H	P02766
3DOE	A	P36404
3DOE	B	Q9Y2Y0
3DOF	A	P36404
3DOF	B	Q9Y2Y0
3DOG	A	P24941
3DOG	C	P24941
3DOP	A	P51857
3DOP	B	P51857
3DOW	A	O95166
3DOW	B	P27797
3DPD	A	P48736
3DPE	A	P22894
3DPF	A	P22894
3DPF	B	P22894
3DPL	C	Q93034
3DPL	R	P62877
3DPR	E	P98155
3DQV	A	Q15843
3DQV	B	Q15843
3DQV	C	Q93034
3DQV	D	Q93034
3DQV	R	P62877
3DQV	Y	P62877
3DR1	B	Q15788
3DRB	A	P12277
3DRB	B	P12277
3DRE	A	P12277
3DRE	B	P12277
3DRM	A	P01009
3DRU	A	P01009
3DRU	B	P01009
3DRU	C	P01009
3DRX	A	Q9NXV2
3DRX	B	Q9NXV2
3DRX	C	Q9NXV2
3DRX	D	Q9NXV2
3DRX	E	Q9NXV2
3DRY	A	Q9NXV2
3DRY	B	Q9NXV2
3DRY	C	Q9NXV2
3DRY	D	Q9NXV2
3DRY	E	Q9NXV2
3DRZ	A	Q9NXV2
3DRZ	B	Q9NXV2
3DRZ	C	Q9NXV2
3DRZ	D	Q9NXV2
3DRZ	E	Q9NXV2
3DS6	A	Q16539
3DS6	B	Q16539
3DS6	C	Q16539
3DS6	D	Q16539
3DSF	P	P10451
3DSH	A	Q13568
3DSZ	A	P80188
3DSZ	B	P80188
3DT0	H	P00734
3DT0	L	P00734
3DT1	A	Q16539
3DT3	A	P03372
3DT3	B	P03372
3DTC	A	P80192
3DTP	A	P12883
3DTP	B	P12883
3DTQ	A	P80188
3DTQ	B	P80188
3DTQ	C	P80188
3DTW	A	P35968
3DTW	B	P35968
3DU8	A	P49841
3DU8	B	P49841
3DUH	A	P29460
3DUH	B	P29460
3DUH	C	Q9NPF7
3DUH	D	Q9NPF7
3DUT	A	P69905
3DUT	B	P68871
3DUT	C	P69905
3DUT	D	P68871
3DUX	H	P00734
3DUX	L	P00734
3DUY	A	P56817
3DUY	B	P56817
3DUY	C	P56817
3DV1	A	P56817
3DV1	B	P56817
3DV1	C	P56817
3DV3	A	Q02750
3DV5	A	P56817
3DV5	B	P56817
3DV5	C	P56817
3DV7	A	P00918
3DVB	A	P00918
3DVC	A	P00918
3DVD	A	P00918
3DVE	A	P62158
3DVG	X	P0CG48
3DVG	Y	P0CG48
3DVJ	A	P62158
3DVK	A	P62158
3DVM	A	P62158
3DVN	U	P0CG48
3DVN	V	P0CG48
3DVN	X	P0CG48
3DVN	Y	P0CG48
3DVP	C	Q13153
3DVP	D	Q13153
3DVU	C	Q14457
3DVU	D	Q14457
3DW8	A	P30153
3DW8	B	P63151
3DW8	C	P67775
3DW8	D	P30153
3DW8	E	P63151
3DW8	F	P67775
3DWB	A	P42892
3DWD	A	Q8N6T3
3DWD	B	Q8N6T3
3DWW	A	O14684
3DWW	B	O14684
3DWW	C	O14684
3DWY	A	Q92793
3DWY	B	Q92793
3DXB	A	Q9UHX1
3DXB	B	Q9UHX1
3DXB	C	Q9UHX1
3DXB	D	Q9UHX1
3DXB	E	Q9UHX1
3DXB	F	Q9UHX1
3DXB	G	Q9UHX1
3DXB	H	Q9UHX1
3DXC	A	O00213
3DXC	B	P05067
3DXC	C	O00213
3DXC	D	P05067
3DXD	A	O00213
3DXD	B	P05067
3DXD	C	O00213
3DXD	D	P05067
3DXE	A	O00213
3DXE	B	P05067
3DXE	C	O00213
3DXE	D	P05067
3DXF	A	Q9HBL8
3DXF	B	Q9HBL8
3DXT	A	Q6B0I6
3DXU	A	Q6B0I6
3DY0	A	P05154
3DY0	B	P05154
3DY6	A	Q03181
3DY6	B	Q03181
3DY7	A	Q02750
3DY8	A	O76083
3DY8	B	O76083
3DYD	A	P17735
3DYD	B	P17735
3DYL	A	O76083
3DYL	B	O76083
3DYN	A	O76083
3DYN	B	O76083
3DYQ	A	O76083
3DYQ	B	O76083
3DYS	A	O76083
3DYS	B	O76083
3DYT	A	Q9Y5X1
3DYU	A	Q9Y5X1
3DYU	B	Q9Y5X1
3DYU	C	Q9Y5X1
3DZ2	A	P17707
3DZ2	B	P17707
3DZ3	A	P17707
3DZ3	B	P17707
3DZ4	A	P17707
3DZ4	B	P17707
3DZ5	A	P17707
3DZ5	B	P17707
3DZ6	A	P17707
3DZ6	B	P17707
3DZ7	A	P17707
3DZ7	B	P17707
3DZ8	A	P20337
3DZF	A	P28907
3DZF	B	P28907
3DZF	C	P28907
3DZF	D	P28907
3DZF	E	P28907
3DZF	F	P28907
3DZG	A	P28907
3DZG	B	P28907
3DZH	A	P28907
3DZH	B	P28907
3DZI	A	P28907
3DZI	B	P28907
3DZJ	A	P28907
3DZJ	B	P28907
3DZK	A	P28907
3DZK	B	P28907
3DZQ	A	P29320
3DZU	A	P19793
3DZU	D	P37231
3DZU	E	Q15596
3DZU	G	Q15596
3DZX	A	Q9NU19
3DZY	A	P19793
3DZY	D	P37231
3DZY	E	Q15596
3DZY	G	Q15596
3E00	A	P19793
3E00	D	P37231
3E00	E	Q15596
3E00	G	Q15596
3E04	A	P07954
3E04	B	P07954
3E04	C	P07954
3E04	D	P07954
3E0C	A	Q16531
3E0G	A	P42702
3E0J	A	P49005
3E0J	B	Q15054
3E0J	C	P49005
3E0J	D	Q15054
3E0J	E	P49005
3E0J	F	Q15054
3E0J	G	P49005
3E0J	H	Q15054
3E0L	A	Q9Y2T3
3E0L	B	Q9Y2T3
3E17	A	Q9UDY2
3E17	B	Q9UDY2
3E1I	A	P02671
3E1I	B	P02675
3E1I	C	P02679
3E1I	D	P02671
3E1I	E	P02675
3E1I	F	P02679
3E1R	A	Q53EZ4
3E1R	B	Q53EZ4
3E1R	C	Q8WUM4
3E1U	A	Q9HC16
3E1Y	A	P62495
3E1Y	B	P62495
3E1Y	C	P62495
3E1Y	D	P62495
3E1Y	E	P15170
3E1Y	F	P15170
3E1Y	G	P15170
3E1Y	H	P15170
3E21	A	Q9UNN5
3E2M	A	P20701
3E2M	B	P20701
3E2U	A	Q14203
3E2U	B	Q14203
3E2U	C	Q14203
3E2U	D	Q14203
3E2U	E	P30622
3E2U	F	P30622
3E2U	G	P30622
3E2U	H	P30622
3E37	A	P49354
3E37	B	P49356
3E3B	X	P19784
3E3E	A	P10599
3E3E	B	P10599
3E3R	A	Q13938
3E3R	B	Q13938
3E46	A	P61086
3E4A	A	P14735
3E4A	B	P14735
3E4C	A	P29466
3E4C	B	P29466
3E4E	A	P05181
3E4E	B	P05181
3E4U	A	P41182
3E4U	B	P41182
3E4U	C	P41182
3E4U	D	P41182
3E4U	E	P41182
3E4U	F	P41182
3E4Z	A	P14735
3E4Z	B	P14735
3E4Z	C	P01344
3E4Z	D	P01344
3E50	A	P14735
3E50	B	P14735
3E50	C	P01135
3E50	D	P01135
3E5A	A	O14965
3E5A	B	Q9ULW0
3E5H	A	P51157
3E5M	A	Q9HBL8
3E5M	B	Q9HBL8
3E62	A	O60674
3E63	A	O60674
3E64	A	O60674
3E6I	A	P05181
3E6I	B	P05181
3E6K	A	P05089
3E6K	B	P05089
3E6P	H	P00734
3E6P	L	P00734
3E6U	A	O43813
3E6U	B	O43813
3E6U	C	O43813
3E6U	D	O43813
3E6V	A	P05089
3E6V	B	P05089
3E73	A	O43813
3E73	B	O43813
3E77	A	Q9Y617
3E77	B	Q9Y617
3E77	C	Q9Y617
3E7A	A	P62136
3E7A	B	P62136
3E7B	A	P62136
3E7B	B	P62136
3E7C	A	P04150
3E7C	B	P04150
3E7C	D	Q15596
3E7C	H	Q15596
3E7G	A	P35228
3E7G	B	P35228
3E7G	C	P35228
3E7G	D	P35228
3E7O	A	P45984
3E7O	B	P45984
3E7V	A	Q8TF76
3E7Y	A	P01308
3E7Y	B	P01308
3E7Y	C	P01308
3E7Y	D	P01308
3E7Z	A	P01308
3E7Z	B	P01308
3E7Z	C	P01308
3E7Z	D	P01308
3E87	A	P31751
3E87	B	P31751
3E87	C	P49841
3E87	D	P49841
3E88	A	P31751
3E88	B	P31751
3E88	C	P49841
3E88	D	P49841
3E8D	A	P31751
3E8D	B	P31751
3E8D	C	P49841
3E8D	D	P49841
3E8N	A	Q02750
3E8R	A	P78536
3E8R	B	P78536
3E92	A	Q16539
3E93	A	Q16539
3E94	A	P19793
3E94	B	Q15596
3E9K	A	Q16719
3E9L	A	Q6P2Q9
3E9V	A	P78543
3EA5	A	P62826
3EA5	C	P62826
3EAB	A	Q9UBP0
3EAB	B	Q9UBP0
3EAB	C	Q9UBP0
3EAB	D	Q9UBP0
3EAB	E	Q9UBP0
3EAB	F	Q9UBP0
3EAB	G	Q7LBR1
3EAB	H	Q7LBR1
3EAB	I	Q7LBR1
3EAB	J	Q7LBR1
3EAB	K	Q7LBR1
3EAB	L	Q7LBR1
3EAC	A	P41240
3EAH	A	P29474
3EAH	B	P29474
3EAP	A	Q6P4F7
3EAP	B	Q6P4F7
3EAP	C	Q6P4F7
3EAP	D	Q6P4F7
3EAW	X	P04818
3EAX	A	P18031
3EAY	A	Q9BQF6
3EAZ	A	P41240
3EB1	A	P18031
3EB5	A	Q13489
3EB6	A	Q13489
3EBA	B	P61626
3EBB	A	Q9Y263
3EBB	B	Q9Y263
3EBB	C	Q9Y263
3EBB	D	Q9Y263
3EBB	E	P55072
3EBB	F	P55072
3EBB	G	P55072
3EBB	H	P55072
3EBM	A	P13693
3EBM	B	P13693
3EBM	C	P13693
3EBM	D	P13693
3EBQ	A	Q6ICB0
3EBS	A	P11509
3EBS	B	P11509
3EBS	C	P11509
3EBS	D	P11509
3EBU	A	P04818
3EC8	A	Q96JH8
3ECI	A	Q9H492
3ECI	B	Q9H492
3ECM	A	O60658
3ECN	A	O60658
3ECN	B	O60658
3ECR	A	P08397
3ECR	B	P08397
3ECS	A	Q14232
3ECS	B	Q14232
3ECS	C	Q14232
3ECS	D	Q14232
3ECS	E	Q14232
3ECS	F	Q14232
3ECS	G	Q14232
3ECS	H	Q14232
3ECU	A	P00441
3ECU	B	P00441
3ECU	C	P00441
3ECU	D	P00441
3ECV	A	P00441
3ECV	B	P00441
3ECV	C	P00441
3ECV	D	P00441
3ECW	A	P00441
3ECW	B	P00441
3ECW	C	P00441
3ECW	D	P00441
3ED7	A	P04818
3EDG	A	P13497
3EDH	A	P13497
3EDI	A	O43897
3EDQ	A	P42574
3EDQ	B	P42574
3EDQ	C	P42574
3EDQ	D	P42574
3EDR	A	P55210
3EDR	B	P55210
3EDR	C	P55210
3EDR	D	P55210
3EDT	B	Q9H0B6
3EDT	D	Q9H0B6
3EDT	F	Q9H0B6
3EDT	H	Q9H0B6
3EDU	A	P11277
3EDV	A	Q01082
3EDV	B	Q01082
3EDW	X	P04818
3EDY	A	O14773
3EDZ	A	P78536
3EDZ	B	P78536
3EE0	A	P00734
3EE0	B	P00734
3EE2	A	O60760
3EE2	B	O60760
3EE5	A	P15291
3EE5	B	P15291
3EE5	C	P15291
3EE6	A	O14773
3EE6	B	O14773
3EEC	A	P0CG48
3EEC	B	P0CG48
3EED	A	P67870
3EED	B	P67870
3EF9	A	P04818
3EFH	A	P60891
3EFH	B	P60891
3EFI	A	P00918
3EFJ	A	P08581
3EFJ	B	P08581
3EFK	A	P08581
3EFK	B	P08581
3EFL	A	P35968
3EFL	B	P35968
3EFO	A	Q15436
3EFO	B	O94855
3EFO	C	Q13190
3EFT	A	P00918
3EFU	A	P0CG48
3EFW	A	O14965
3EFW	B	O14965
3EG0	A	P00519
3EG1	A	P00519
3EG1	B	P00519
3EG2	A	P00519
3EG3	A	P00519
3EG6	A	P61964
3EG6	C	Q03164
3EG9	A	Q15436
3EG9	B	O94855
3EG9	C	O14653
3EGA	A	Q9HAT8
3EGB	A	Q9HAT8
3EGB	B	Q9HAT8
3EGG	A	P62136
3EGG	B	P62136
3EGH	A	P62136
3EGH	B	P62136
3EGI	A	Q96RS0
3EGI	B	Q96RS0
3EGI	C	Q96RS0
3EGI	D	Q96RS0
3EGK	H	P00734
3EGK	L	P00734
3EGN	A	Q96LT9
3EGU	A	P00519
3EGY	X	P04818
3EGZ	A	P09012
3EH1	A	O95487
3EH2	A	P53992
3EH2	B	P53992
3EH2	C	P53992
3EH9	A	P53355
3EHA	A	P53355
3EHI	X	P04818
3EHQ	A	Q92882
3EHQ	B	Q92882
3EHR	A	Q92882
3EHR	B	Q92882
3EHS	A	P34998
3EHT	A	P34998
3EHT	B	P06850
3EHU	A	P34998
3EHU	B	P34998
3EHU	C	P06850
3EHU	D	P06850
3EHV	A	P0CG48
3EHV	B	P0CG48
3EHV	C	P0CG48
3EHW	A	P33316
3EHW	B	P33316
3EHW	C	P33316
3EHW	X	P33316
3EHW	Y	P33316
3EHW	Z	P33316
3EI1	A	Q16531
3EI2	A	Q16531
3EI3	A	Q16531
3EI4	A	Q16531
3EI4	B	Q92466
3EI4	C	Q16531
3EI4	D	Q92466
3EI4	E	Q16531
3EI4	F	Q92466
3EID	A	P24941
3EID	B	P20248
3EID	C	P24941
3EID	D	P20248
3EIG	A	P00374
3EIJ	A	Q53EL6
3EIJ	B	Q53EL6
3EIO	A	P27487
3EIO	B	P27487
3EIQ	A	P60842
