modelid	unp
ENSP00000438177_1	Q96GE6
ENSP00000244891_6	Q9BSJ1
ENSP00000444452_4	P53667
ENSP00000380606_3	Q9H9P5
ENSP00000343871_4	Q5T4D3
ENSP00000276893_5	Q96PU4
ENSP00000419153_5	Q9HC78
ENSP00000376534_2	Q9UIF8
ENSP00000263577_8	Q4KMG0
ENSP00000399751_2	Q96II8
ENSP00000360295_6	Q9BX66
ENSP00000338018_3	Q16665
ENSP00000240361_4	Q8IWB6
ENSP00000443427_4	Q15077
ENSP00000343521_3	Q8NGS1
ENSP00000378326_1	P21754
ENSP00000465501_2	Q86Y91
ENSP00000276927_1	P01562
ENSP00000362139_3	Q5JZY3
ENSP00000262189_8	Q8NEZ4
ENSP00000400057_1	Q7L266
ENSP00000070846_8	Q99959
ENSP00000336702_1	P63241
ENSP00000257575_2	Q96EX2
ENSP00000385722_3	Q8N201
ENSP00000371633_5	P07202
ENSP00000330200_5	Q6UXG8
ENSP00000426191_5	O75943
ENSP00000243786_1	P05111
ENSP00000357117_2	Q6K0P9
ENSP00000419162_2	Q86TI4
ENSP00000358400_3	Q9NU22
ENSP00000395641_2	P10827
ENSP00000382476_5	Q7Z745
ENSP00000450266_2	Q9UHB6
ENSP00000228916_2	P37088
ENSP00000357631_3	Q5VWI1
ENSP00000365920_1	Q02742
ENSP00000166139_4	O95633
ENSP00000416654_2	P26045
ENSP00000302502_3	Q9NX65
ENSP00000385381_4	P50549
ENSP00000363873_2	Q5BKU9
ENSP00000368517_1	Q96DC8
ENSP00000218249_5	P0C0E4
ENSP00000274364_5	Q13576
ENSP00000393566_4	P20036
ENSP00000379069_7	Q9UN86
ENSP00000436747_7	Q14498
ENSP00000340633_1	Q15853
ENSP00000366774_3	Q9P2S2
ENSP00000368874_3	Q1MX18
ENSP00000333800_2	Q96LB1
ENSP00000283921_1	P31260
ENSP00000209884_3	Q9Y2M5
ENSP00000242351_3	Q7Z2W4
ENSP00000325738_1	Q05952
ENSP00000351250_3	Q9UPN9
ENSP00000405738_2	Q6NXG1
ENSP00000391884_2	Q92782
ENSP00000370975_2	P45378
ENSP00000431966_3	Q8N573
ENSP00000298746_4	Q8WWH5
ENSP00000394950_2	P32241
ENSP00000254227_2	Q15466
ENSP00000318115_2	Q3ZCQ8
ENSP00000347852_17	O94875
ENSP00000386076_3	Q96NT3
ENSP00000371310_3	Q93009
ENSP00000369341_1	Q8TAC1
ENSP00000327416_1	O75334
ENSP00000333212_1	Q7Z449
ENSP00000264275_6	Q14790
ENSP00000216517_2	Q6ZU80
ENSP00000296792_4	Q8TED0
ENSP00000355243_5	O60245
ENSP00000439321_1	Q9NP72
ENSP00000414906_2	Q9UJW0
ENSP00000386786_2	A5A3E0
ENSP00000284727_1	P48201
ENSP00000375616_1	Q8NHJ6
ENSP00000342778_3	O15355
ENSP00000343200_3	P84550
ENSP00000278882_1	Q9BZ01
ENSP00000439522_1	Q9NQ48
ENSP00000341781_3	Q8WXH0
ENSP00000367519_1	Q9BY08
ENSP00000446955_1	P60660
ENSP00000349690_13	A6QL63
ENSP00000353377_2	Q68D86
ENSP00000418018_4	Q86WN2
ENSP00000356330_4	Q6H3X3
ENSP00000436705_2	B7ZAQ6
ENSP00000387201_7	O95256
ENSP00000260810_1	Q92547
ENSP00000348478_1	Q8IYT4
ENSP00000386848_1	Q5HYK7
ENSP00000449702_1	Q00872
ENSP00000430872_3	Q99619
ENSP00000349356_2	Q6PIW4
ENSP00000368102_2	Q9BQI4
ENSP00000326647_3	Q9NS15
ENSP00000386890_2	Q63HM1
ENSP00000363061_1	Q9H4G0
ENSP00000328245_2	Q9NQZ8
ENSP00000421705_6	Q96A23
ENSP00000417161_1	P51810
ENSP00000389548_3	Q9UKS7
ENSP00000257197_4	Q08554
ENSP00000439781_9	A1YPR0
ENSP00000415078_1	Q8WUQ7
ENSP00000388058_1	Q13315
ENSP00000386502_2	A6NGH8
ENSP00000318297_2	Q9Y265
ENSP00000412504_1	O14757
ENSP00000348359_5	Q86UU1
ENSP00000297533_3	Q9BVT8
ENSP00000442630_3	P17948
ENSP00000396544_1	Q3B7T1
ENSP00000418035_4	P14651
ENSP00000444201_3	O43581
ENSP00000423848_3	Q96JG8
ENSP00000367581_7	Q6UB99
ENSP00000317810_2	Q8N8Q3
ENSP00000340759_1	A6NKB5
ENSP00000435835_1	Q9NZC4
ENSP00000380961_1	P02686
ENSP00000370430_2	P41247
ENSP00000323763_1	Q9NVK5
ENSP00000261182_2	P55209
ENSP00000263373_7	Q9H254
ENSP00000444463_2	O60941
ENSP00000303909_4	Q12979
ENSP00000216068_2	O96015
ENSP00000406469_4	Q8TBZ5
ENSP00000258381_5	Q9HB58
ENSP00000284548_6	Q5VST9
ENSP00000363310_1	Q8NA23
ENSP00000417326_3	Q53H76
ENSP00000264734_1	Q9Y5I7
ENSP00000332454_1	P57078
ENSP00000434422_3	Q9H2Y9
ENSP00000357423_3	Q5SYC1
ENSP00000252835_2	Q8NG94
ENSP00000414330_4	Q8IXN7
ENSP00000344961_4	Q6ZR37
ENSP00000453508_10	Q9Y4G6
ENSP00000419110_2	Q2TAA2
ENSP00000345580_1	Q9UBX3
ENSP00000305483_1	Q9BU19
ENSP00000385797_3	Q9Y6A1
ENSP00000409025_1	Q9H825
ENSP00000381577_7	Q70CQ2
ENSP00000273146_1	Q9UFP1
ENSP00000444348_1	Q8N6U8
ENSP00000226299_1	P28838
ENSP00000418081_1	Q9NY47
ENSP00000346566_5	Q14008
ENSP00000386844_2	P12111
ENSP00000423854_5	Q9P0K7
ENSP00000427335_2	Q8NBW4
ENSP00000320209_2	O60543
ENSP00000380731_2	P23468
ENSP00000319578_1	Q9H0S4
ENSP00000366789_2	Q6XYB7
ENSP00000301395_2	Q6P531
ENSP00000296487_1	Q96MI6
ENSP00000357047_6	Q9ULK4
ENSP00000348714_5	O15033
ENSP00000349568_4	Q8NDM7
ENSP00000359128_5	O75607
ENSP00000242208_2	P08476
ENSP00000377560_1	Q9Y3Q8
ENSP00000402000_2	O43236
ENSP00000356687_6	Q5TAH2
ENSP00000247933_5	P35475
ENSP00000428402_1	Q8IUQ0
ENSP00000342276_8	Q96RF0
ENSP00000348838_1	O00762
ENSP00000357377_1	P15941
ENSP00000380606_4	Q9H9P5
ENSP00000262866_6	Q9H6Q3
ENSP00000233505_3	P49450
ENSP00000244891_7	Q9BSJ1
ENSP00000438177_2	Q96GE6
ENSP00000276893_6	Q96PU4
ENSP00000470252_4	O00267
ENSP00000458355_8	Q9P225
ENSP00000368964_3	Q96T17
ENSP00000430691_2	Q96BR1
ENSP00000218089_1	Q8N3U4
ENSP00000436812_1	Q9HC84
ENSP00000444452_5	P53667
ENSP00000354476_1	Q12772
ENSP00000369373_2	Q9C035
ENSP00000299106_1	Q9BX67
ENSP00000310649_1	Q8TDC3
ENSP00000255039_2	Q9GZV7
ENSP00000240361_5	Q8IWB6
ENSP00000365408_1	Q5T4D3
ENSP00000399751_3	Q96II8
ENSP00000263577_9	Q4KMG0
ENSP00000443427_5	Q15077
ENSP00000378326_2	P21754
ENSP00000335575_1	Q8NGS2
ENSP00000376534_3	Q9UIF8
ENSP00000377262_5	P78362
ENSP00000257575_3	Q96EX2
ENSP00000338018_4	Q16665
ENSP00000362139_4	Q5JZY3
ENSP00000357120_1	Q6K0P9
ENSP00000465501_3	Q86Y91
ENSP00000395641_3	P10827
ENSP00000276927_2	P01562
ENSP00000419162_3	Q86TI4
ENSP00000330200_6	Q6UXG8
ENSP00000243786_2	P05111
ENSP00000427743_1	O75943
ENSP00000371636_1	P07202
ENSP00000262189_9	Q8NEZ4
ENSP00000450266_3	Q9UHB6
ENSP00000302502_4	Q9NX65
ENSP00000357631_4	Q5VWI1
ENSP00000221200_1	Q7L273
ENSP00000166139_5	O95633
ENSP00000385381_5	P50549
ENSP00000416654_3	P26045
ENSP00000353292_1	P37088
ENSP00000379069_8	Q9UN86
ENSP00000340633_2	Q15853
ENSP00000218249_6	P0C0E4
ENSP00000367564_1	Q5BKX5
ENSP00000436747_8	Q14498
ENSP00000368517_2	Q96DC8
ENSP00000294732_6	Q8IZT6
ENSP00000274364_6	Q13576
ENSP00000342800_1	Q99959
ENSP00000366774_4	Q9P2S2
ENSP00000336702_2	P63241
ENSP00000436113_1	Q1MX18
ENSP00000333800_3	Q96LB1
ENSP00000349493_1	Q02747
ENSP00000385722_4	Q8N201
ENSP00000402766_1	Q6NXG1
ENSP00000209884_4	Q9Y2M5
ENSP00000351250_4	Q9UPN9
ENSP00000382476_6	Q7Z745
ENSP00000391884_3	Q92782
ENSP00000325738_2	Q05952
ENSP00000370991_1	P45378
ENSP00000242351_4	Q7Z2W4
ENSP00000283921_2	P31260
ENSP00000364119_1	P20042
ENSP00000394950_3	P32241
ENSP00000254227_3	Q15466
ENSP00000445806_1	Q3ZCQ8
ENSP00000342112_1	Q8WWI1
ENSP00000306598_1	Q8N584
ENSP00000347852_18	O94875
ENSP00000276974_1	Q96NU0
ENSP00000369341_2	Q8TAC1
ENSP00000371310_4	Q93009
ENSP00000416968_1	Q9UJW0
ENSP00000216517_3	Q6ZU80
ENSP00000342778_4	O15355
ENSP00000251943_1	Q9NP73
ENSP00000439522_2	Q9NQ48
ENSP00000367519_2	Q9BY08
ENSP00000264275_7	Q14790
ENSP00000393832_1	B7ZBB8
ENSP00000233242_4	P04114
ENSP00000343200_4	P84550
ENSP00000252506_1	O95257
ENSP00000349690_14	A6QL63
ENSP00000446955_2	P60660
ENSP00000264779_1	Q86WP2
ENSP00000342813_1	Q6H8Q1
ENSP00000368116_1	Q9BQI4
ENSP00000430872_4	Q99619
ENSP00000353377_3	Q68D86
ENSP00000424609_1	Q8TED0
ENSP00000386786_3	A5A3E0
ENSP00000449702_2	Q00872
ENSP00000355243_6	O60245
ENSP00000328245_3	Q9NQZ8
ENSP00000278882_2	Q9BZ01
ENSP00000356409_1	Q9NS18
ENSP00000333212_2	Q7Z449
ENSP00000386890_3	Q63HM1
ENSP00000303206_1	P48304
ENSP00000229758_1	Q9UKT4
ENSP00000424853_1	Q96A23
ENSP00000217246_1	A1Z1Q3
ENSP00000348478_2	Q8IYT4
ENSP00000349356_3	Q6PIW4
ENSP00000386502_3	A6NGH8
ENSP00000367879_1	P51811
ENSP00000375616_2	Q8NHJ6
ENSP00000363061_2	Q9H4G0
ENSP00000260810_2	Q92547
ENSP00000297533_4	Q9BVT8
ENSP00000435835_2	Q9NZC4
ENSP00000318297_3	Q9Y265
ENSP00000418035_5	P14651
ENSP00000415078_2	Q8WUQ7
ENSP00000437631_1	P17948
ENSP00000380963_1	P02686
ENSP00000340759_2	A6NKB5
ENSP00000257197_5	Q08554
ENSP00000348359_6	Q86UU1
ENSP00000444201_4	O43581
ENSP00000443157_1	P41247
ENSP00000317810_3	Q8N8Q3
ENSP00000216068_3	O96015
ENSP00000323763_2	Q9NVK5
ENSP00000406469_5	Q8TBZ5
ENSP00000261182_3	P55209
ENSP00000358487_1	O60942
ENSP00000396544_2	Q3B7T1
ENSP00000303909_5	Q12979
ENSP00000434422_4	Q9H2Y9
ENSP00000363310_2	Q8NA23
ENSP00000258382_1	Q9HB58
ENSP00000280325_1	Q8IXP5
ENSP00000419110_3	Q2TAA2
ENSP00000417326_4	Q53H76
ENSP00000225298_1	Q9Y5J1
ENSP00000345008_1	Q9UBX5
ENSP00000386848_2	Q5HYK7
ENSP00000344961_5	Q6ZR37
ENSP00000423848_4	Q96JG8
ENSP00000409025_2	Q9H825
ENSP00000341781_4	Q8WXH0
ENSP00000385797_4	Q9Y6A1
ENSP00000252835_3	Q8NG94
ENSP00000423854_6	Q9P0K7
ENSP00000418081_2	Q9NY47
ENSP00000363225_1	Q8N6V4
ENSP00000366789_3	Q6XYB7
ENSP00000284548_7	Q5VST9
ENSP00000453508_11	Q9Y4G6
ENSP00000344672_1	Q5SYE7
ENSP00000385093_1	O75334
ENSP00000412504_2	O14757
ENSP00000370194_1	O60547
ENSP00000458307_1	Q6P531
ENSP00000420934_1	Q8NBW4
ENSP00000377560_2	Q9Y3Q8
ENSP00000320043_1	O75608
ENSP00000228938_1	P08493
ENSP00000305483_2	Q9BU19
ENSP00000367581_8	Q6UB99
ENSP00000380731_3	P23468
ENSP00000332454_2	P57078
ENSP00000380606_5	Q9H9P5
ENSP00000386844_3	P12111
ENSP00000353890_1	Q9H6Q3
ENSP00000348838_2	O00762
ENSP00000233505_4	P49450
ENSP00000357378_1	P15941
ENSP00000247933_6	P35475
ENSP00000438177_3	Q96GE6
ENSP00000395086_1	Q9BSJ1
ENSP00000355995_1	P28845
ENSP00000370817_1	Q96RF0
ENSP00000428619_1	Q5TAP6
ENSP00000368964_4	Q96T17
ENSP00000263373_8	Q9H254
ENSP00000402000_3	O43236
ENSP00000349568_5	Q8NDM7
ENSP00000462799_1	Q9UFV1
ENSP00000470252_5	O00267
ENSP00000346566_6	Q14008
ENSP00000276893_7	Q96PU4
ENSP00000444452_6	P53667
ENSP00000430691_3	Q96BR1
ENSP00000348714_6	O15033
ENSP00000319578_2	Q9H0S4
ENSP00000357047_7	Q9ULK4
ENSP00000380058_1	Q9C035
ENSP00000263665_1	Q9P232
ENSP00000276594_1	Q9GZV8
ENSP00000365408_2	Q5T4D3
ENSP00000436812_2	Q9HC84
ENSP00000318486_1	Q15078
ENSP00000296487_2	Q96MI6
ENSP00000376458_1	Q4KMG0
ENSP00000257575_4	Q96EX2
ENSP00000240361_6	Q8IWB6
ENSP00000378326_3	P21754
ENSP00000357120_2	Q6K0P9
ENSP00000399751_4	Q96II8
ENSP00000376534_4	Q9UIF8
ENSP00000377262_6	P78362
ENSP00000362139_5	Q5JZY3
ENSP00000428402_2	Q8IUQ0
ENSP00000381577_8	Q70CQ2
ENSP00000388058_2	Q13315
ENSP00000465501_4	Q86Y91
ENSP00000338018_5	Q16665
ENSP00000335575_2	Q8NGS2
ENSP00000417512_1	Q86TI4
ENSP00000354476_2	Q12772
ENSP00000427743_2	O75943
ENSP00000243786_3	P05111
ENSP00000366037_1	Q6UXG8
ENSP00000394494_1	P01562
ENSP00000380061_1	Q9NX65
ENSP00000463466_1	P10827
ENSP00000357631_5	Q5VWI1
ENSP00000166139_6	O95633
ENSP00000411626_1	P50549
ENSP00000340633_3	Q15853
ENSP00000265343_1	Q9UHB7
ENSP00000436747_9	Q14498
ENSP00000379069_9	Q9UN86
ENSP00000262189_10	Q8NEZ4
ENSP00000299106_2	Q9BX67
ENSP00000221200_2	Q7L273
ENSP00000416654_4	P26045
ENSP00000367564_2	Q5BKX5
ENSP00000203664_1	Q96DC9
ENSP00000305766_1	Q96LB2
ENSP00000336776_1	P63241
ENSP00000371636_2	P07202
ENSP00000353292_2	P37088
ENSP00000372815_1	P0C0L4
ENSP00000436113_2	Q1MX18
ENSP00000379535_1	Q13576
ENSP00000356379_1	Q8IZT6
ENSP00000460971_1	Q05996
ENSP00000302486_1	Q02750
ENSP00000283921_3	P31260
ENSP00000370991_2	P45378
ENSP00000402766_2	Q6NXG1
ENSP00000244303_1	Q9Y2N7
ENSP00000394950_4	P32241
ENSP00000397354_1	Q92782
ENSP00000351250_5	Q9UPN9
ENSP00000347852_19	O94875
ENSP00000353544_1	Q15468
ENSP00000445806_2	Q3ZCQ8
ENSP00000310649_2	Q8TDC3
ENSP00000416968_2	Q9UJW0
ENSP00000342800_2	Q99959
ENSP00000468860_1	Q8TAC2
ENSP00000419855_1	Q7Z2W4
ENSP00000364119_2	P20042
ENSP00000439522_3	Q9NQ48
ENSP00000216517_4	Q6ZU80
ENSP00000446955_3	P60660
ENSP00000363345_1	Q9BY10
ENSP00000349690_15	A6QL63
ENSP00000369374_1	P84550
ENSP00000298229_1	O15357
ENSP00000412856_1	Q99623
ENSP00000351273_1	Q14790
ENSP00000368116_2	Q9BQI4
ENSP00000346927_1	Q93015
ENSP00000252506_2	O95257
ENSP00000463111_1	Q68D86
ENSP00000276974_2	Q96NU0
ENSP00000449702_3	Q00872
ENSP00000322550_1	Q9BZ11
ENSP00000382476_7	Q7Z745
ENSP00000328245_4	Q9NQZ8
ENSP00000366774_5	Q9P2S2
ENSP00000388662_1	P0C0L4
ENSP00000441802_1	O60245
ENSP00000386786_4	A5A3E0
ENSP00000424853_2	Q96A23
ENSP00000342112_2	Q8WWI1
ENSP00000393832_2	B7ZBB8
ENSP00000386890_4	Q63HM1
ENSP00000386502_4	A6NGH8
ENSP00000306598_2	Q8N584
ENSP00000359116_1	Q9BVV2
ENSP00000424609_2	Q8TED0
ENSP00000333212_3	Q7Z449
ENSP00000222543_1	P48307
ENSP00000435835_3	Q9NZC4
ENSP00000375616_3	Q8NHJ6
ENSP00000418035_6	P14651
ENSP00000420716_1	Q6PIY5
ENSP00000218089_2	Q8N3U4
ENSP00000348478_3	Q8IYT4
ENSP00000380964_1	P02686
ENSP00000356409_2	Q9NS18
ENSP00000319664_1	Q9Y266
ENSP00000260810_3	Q92547
ENSP00000363061_3	Q9H4G0
ENSP00000443157_2	P41247
ENSP00000368884_1	P51812
ENSP00000280557_1	O43583
ENSP00000327846_1	A6NKC9
ENSP00000229758_2	Q9UKT4
ENSP00000317810_4	Q8N8Q3
ENSP00000372023_1	O96017
ENSP00000323763_3	Q9NVK5
ENSP00000396688_1	P0C0L4
ENSP00000370467_1	Q08623
ENSP00000385722_5	Q8N201
ENSP00000378343_1	Q8TBZ6
ENSP00000415078_3	Q8WUQ7
ENSP00000437631_2	P17948
ENSP00000419110_4	Q2TAA2
ENSP00000434422_5	Q9H2Y9
ENSP00000421202_1	Q86WP2
ENSP00000409795_1	P55209
ENSP00000342813_2	Q6H8Q1
ENSP00000363310_3	Q8NA23
ENSP00000251943_2	Q9NP73
ENSP00000351488_1	Q9HB58
ENSP00000396544_3	Q3B7T1
ENSP00000340651_1	Q6ZR52
ENSP00000348359_7	Q86UU1
ENSP00000409025_3	Q9H825
ENSP00000417326_5	Q53H76
ENSP00000217246_2	A1Z1Q3
ENSP00000366050_1	Q8IXQ3
ENSP00000303909_6	Q12979
ENSP00000386848_3	Q5HYK7
ENSP00000345008_2	Q9UBX5
ENSP00000423854_7	Q9P0K7
ENSP00000360841_1	Q9NY56
ENSP00000384531_1	Q9Y6A1
ENSP00000366789_4	Q6XYB7
ENSP00000225298_2	Q9Y5J1
ENSP00000252835_4	Q8NG94
ENSP00000352780_1	Q9Y3R0
ENSP00000305483_3	Q9BU19
ENSP00000420934_2	Q8NBW4
ENSP00000442317_1	O14757
ENSP00000445907_1	P08493
ENSP00000336868_1	P49450
ENSP00000348838_3	O00762
ENSP00000353890_2	Q9H6Q3
ENSP00000458307_2	Q6P531
ENSP00000267436_1	Q9H9P8
ENSP00000344477_1	O75608
ENSP00000402343_1	Q96JG9
ENSP00000438177_4	Q96GE6
ENSP00000357378_2	P15941
ENSP00000247933_7	P35475
ENSP00000395086_2	Q9BSJ1
ENSP00000358487_2	O60942
ENSP00000284548_8	Q5VST9
ENSP00000386844_4	P12111
ENSP00000470252_6	O00267
ENSP00000370817_2	Q96RF0
ENSP00000332454_3	P57078
ENSP00000444452_7	P53667
ENSP00000385093_2	O75334
ENSP00000342169_1	Q8N6V9
ENSP00000370194_2	O60547
ENSP00000380731_4	P23468
ENSP00000402000_4	O43236
ENSP00000276893_8	Q96PU4
ENSP00000368972_1	Q96T17
ENSP00000445072_1	Q9ULK4
ENSP00000453508_12	Q9Y4G6
ENSP00000367581_9	Q6UB99
ENSP00000430691_4	Q96BR1
ENSP00000349568_6	Q8NDM7
ENSP00000380058_2	Q9C035
ENSP00000355995_2	P28845
ENSP00000350698_1	Q9H0S4
ENSP00000365408_3	Q5T4D3
ENSP00000257575_5	Q96EX2
ENSP00000357120_3	Q6K0P9
ENSP00000261655_1	O15034
ENSP00000262101_1	P21757
ENSP00000315925_1	Q96IJ6
ENSP00000462799_2	Q9UFV1
ENSP00000296487_3	Q96MI6
ENSP00000428619_2	Q5TAP6
ENSP00000436812_3	Q9HC84
ENSP00000248899_1	Q15080
ENSP00000276594_2	Q9GZV8
ENSP00000376458_2	Q4KMG0
ENSP00000240361_7	Q8IWB6
ENSP00000346566_7	Q14008
ENSP00000359245_1	P78363
ENSP00000376534_5	Q9UIF8
ENSP00000362139_6	Q5JZY3
ENSP00000428402_3	Q8IUQ0
ENSP00000233242_5	P04114
ENSP00000344672_2	Q5SYE7
ENSP00000358400_4	Q9NU22
ENSP00000263665_2	Q9P232
ENSP00000417512_2	Q86TI4
ENSP00000231449_1	P05112
ENSP00000255613_1	Q86Y97
ENSP00000463466_2	P10827
ENSP00000263373_9	Q9H254
ENSP00000354476_3	Q12772
ENSP00000292476_1	O95639
ENSP00000366037_2	Q6UXG8
ENSP00000341781_5	Q8WXH0
ENSP00000363349_1	Q5VWJ9
ENSP00000301587_1	O75947
ENSP00000335575_3	Q8NGS2
ENSP00000394494_2	P01562
ENSP00000368429_1	Q15853
ENSP00000411626_2	P50549
ENSP00000379069_10	Q9UN86
ENSP00000380061_2	Q9NX65
ENSP00000338018_6	Q16665
ENSP00000221200_3	Q7L273
ENSP00000024061_1	Q5BKX6
ENSP00000315098_1	Q14507
ENSP00000336776_2	P63241
ENSP00000265343_2	Q9UHB7
ENSP00000353292_3	P37088
ENSP00000305766_2	Q96LB2
ENSP00000299106_3	Q9BX67
ENSP00000370991_3	P45378
ENSP00000283921_4	P31260
ENSP00000394950_5	P32241
ENSP00000435022_1	Q1MX18
ENSP00000451283_1	Q96DC9
ENSP00000416654_5	P26045
ENSP00000402766_3	Q6NXG1
ENSP00000259782_1	Q9UJW2
ENSP00000397354_2	Q92782
ENSP00000445806_3	Q3ZCQ8
ENSP00000356379_2	Q8IZT6
ENSP00000351250_6	Q9UPN9
ENSP00000371636_3	P07202
ENSP00000439522_4	Q9NQ48
ENSP00000364119_3	P20042
ENSP00000451162_1	Q6ZU80
ENSP00000377162_1	O94875
ENSP00000351379_1	P60673
ENSP00000419855_2	Q7Z2W4
ENSP00000369374_2	P84550
ENSP00000413889_1	A6QL63
ENSP00000368116_3	Q9BQI4
ENSP00000262189_11	Q8NEZ4
ENSP00000302486_2	Q02750
ENSP00000460971_2	Q05996
ENSP00000218197_1	O95258
ENSP00000310649_3	Q8TDC3
ENSP00000342800_3	Q99959
ENSP00000276974_3	Q96NU0
ENSP00000468860_2	Q8TAC2
ENSP00000447900_1	Q00872
ENSP00000244303_2	Q9Y2N7
ENSP00000353544_2	Q15468
ENSP00000426027_1	Q13576
ENSP00000351273_2	Q14790
ENSP00000328245_5	Q9NQZ8
ENSP00000463111_2	Q68D86
ENSP00000244458_1	Q9BY11
ENSP00000412856_2	Q99623
ENSP00000381577_9	Q70CQ2
ENSP00000298229_2	O15357
ENSP00000366774_6	Q9P2S2
ENSP00000346927_2	Q93015
ENSP00000393832_3	B7ZBB8
ENSP00000441802_2	O60245
ENSP00000424853_3	Q96A23
ENSP00000323645_1	Q8N584
ENSP00000384801_1	Q63HM2
ENSP00000386502_5	A6NGH8
ENSP00000342112_3	Q8WWI1
ENSP00000386786_5	A5A3E0
ENSP00000424609_3	Q8TED0
ENSP00000435835_4	Q9NZC4
ENSP00000322550_2	Q9BZ11
ENSP00000417207_1	P14651
ENSP00000263710_1	Q7Z460
ENSP00000222543_2	P48307
ENSP00000380964_2	P02686
ENSP00000356410_1	Q9NS18
ENSP00000260810_4	Q92547
ENSP00000382476_8	Q7Z745
ENSP00000348478_4	Q8IYT4
ENSP00000388058_3	Q13315
ENSP00000373918_1	P41250
ENSP00000317810_5	Q8N8Q3
ENSP00000356210_1	Q9UKT4
ENSP00000323763_4	Q9NVK5
ENSP00000319664_2	Q9Y266
ENSP00000327846_2	A6NKC9
ENSP00000280557_2	O43583
ENSP00000419110_5	Q2TAA2
ENSP00000363061_4	Q9H4G0
ENSP00000431611_1	Q9H2Y9
ENSP00000420716_2	Q6PIY5
ENSP00000363310_4	Q8NA23
ENSP00000355003_1	Q6H8Q1
ENSP00000421202_2	Q86WP2
ENSP00000437631_3	P17948
ENSP00000359116_2	Q9BVV2
ENSP00000385722_6	Q8N201
ENSP00000368884_2	P51812
ENSP00000361047_1	Q9NP73
ENSP00000409795_2	P55209
ENSP00000415078_4	Q8WUQ7
ENSP00000218089_3	Q8N3U4
ENSP00000428801_1	Q53H82
ENSP00000442793_1	Q3B7T3
ENSP00000340998_1	Q9HB63
ENSP00000406260_1	Q08623
ENSP00000409025_4	Q9H825
ENSP00000217246_3	A1Z1Q3
ENSP00000366050_2	Q8IXQ3
ENSP00000303909_7	Q12979
ENSP00000345008_3	Q9UBX5
ENSP00000386848_4	Q5HYK7
ENSP00000417116_1	Q6XYB7
ENSP00000423854_8	Q9P0K7
ENSP00000360841_2	Q9NY56
ENSP00000384531_2	Q9Y6A1
ENSP00000225298_3	Q9Y5J1
ENSP00000355467_1	Q8NBX0
ENSP00000340004_1	Q8TBZ8
ENSP00000347691_1	Q6ZR52
ENSP00000302867_1	Q8NG95
ENSP00000336868_2	P49450
ENSP00000445907_2	P08493
ENSP00000438177_5	Q96GE6
ENSP00000305483_4	Q9BU19
ENSP00000272134_1	O75610
ENSP00000353890_3	Q9H6Q3
ENSP00000361649_1	O00762
ENSP00000357378_3	P15941
ENSP00000372023_2	O96017
ENSP00000303540_1	P35498
ENSP00000332454_4	P57078
ENSP00000276431_1	O14763
ENSP00000395086_3	Q9BSJ1
ENSP00000470252_7	O00267
ENSP00000458307_3	Q6P531
ENSP00000348359_8	Q86UU1
ENSP00000386844_5	P12111
ENSP00000444452_8	P53667
ENSP00000358497_1	O60942
ENSP00000352780_2	Q9Y3R0
ENSP00000402343_2	Q96JG9
ENSP00000276893_9	Q96PU4
ENSP00000445072_2	Q9ULK4
ENSP00000370817_3	Q96RF0
ENSP00000267436_2	Q9H9P8
ENSP00000436726_1	O60547
ENSP00000366269_1	Q8NHM5
ENSP00000385093_3	O75334
ENSP00000284548_9	Q5VST9
ENSP00000463768_1	O43236
ENSP00000310036_1	P28906
ENSP00000380058_3	Q9C035
ENSP00000342169_2	Q8N6V9
ENSP00000430691_5	Q96BR1
ENSP00000385669_1	Q96EX2
ENSP00000367552_1	Q8NDN9
ENSP00000462799_3	Q9UFV1
ENSP00000357122_1	Q6K0P9
ENSP00000387046_1	Q96MI6
ENSP00000367581_10	Q6UB99
ENSP00000276594_3	Q9GZV8
ENSP00000365408_4	Q5T4D3
ENSP00000368972_2	Q96T17
ENSP00000453508_13	Q9Y4G6
ENSP00000380731_5	P23468
ENSP00000428619_3	Q5TAP6
ENSP00000376534_6	Q9UIF8
ENSP00000428402_4	Q8IUQ0
ENSP00000362139_7	Q5JZY3
ENSP00000240361_8	Q8IWB6
ENSP00000261655_2	O15034
ENSP00000436812_4	Q9HC84
ENSP00000264601_1	Q9H0T7
ENSP00000315925_2	Q96IJ6
ENSP00000417512_3	Q86TI4
ENSP00000396688_2	P0C0L4
ENSP00000298530_1	Q4KMG9
ENSP00000263665_3	Q9P232
ENSP00000262101_2	P21757
ENSP00000463466_3	P10827
ENSP00000354476_4	Q12772
ENSP00000325190_1	P05112
ENSP00000366037_3	Q6UXG8
ENSP00000394494_3	P01562
ENSP00000335575_4	Q8NGS2
ENSP00000248899_2	Q15080
ENSP00000363349_2	Q5VWJ9
ENSP00000255613_2	Q86Y97
ENSP00000344230_1	O75947
ENSP00000292476_2	O95639
ENSP00000380061_3	Q9NX65
ENSP00000358400_5	Q9NU22
ENSP00000379069_11	Q9UN86
ENSP00000359245_2	P78363
ENSP00000368429_2	Q15853
ENSP00000221200_4	Q7L273
ENSP00000411626_3	P50549
ENSP00000344672_3	Q5SYE7
ENSP00000438739_1	P37088
ENSP00000338018_7	Q16665
ENSP00000426909_1	P63244
ENSP00000367858_1	Q9UHB7
ENSP00000315098_2	Q14507
