pdbid	total_aa	distinct_bp	tot_aa_var_1kgenomes	dist_bp_var_1kgenomes	perc_var_1kgenomes
2Q7O	284	284	20	21	0.0704
3URO	213	213	15	16	0.0704
4ANU	725	725	51	53	0.0703
2UWN	185	185	13	13	0.0703
1MPU	128	128	9	8	0.0703
1Z6T	2304	586	162	44	0.0703
2HKY	128	128	9	9	0.0703
2J0T	854	286	60	22	0.0703
4ANW	725	725	51	53	0.0703
1DV8	128	128	9	9	0.0703
3MS5	384	384	27	27	0.0703
2PIE	128	128	9	9	0.0703
2RLO	128	128	9	9	0.0703
3EGA	185	185	13	14	0.0703
4ANX	725	725	51	53	0.0703
3RJM	513	258	36	19	0.0702
1BJ4	470	470	33	36	0.0702
1E4J	171	171	12	12	0.0702
3R7R	726	726	51	53	0.0702
4EB8	855	286	60	21	0.0702
2KLQ	114	114	8	8	0.0702
2DLL	114	114	8	8	0.0702
3PHB	1709	287	120	21	0.0702
3EQF	285	285	20	21	0.0702
2LE8	114	114	8	8	0.0702
1IOJ	57	57	4	4	0.0702
2XW9	228	228	16	17	0.0702
1YOM	484	243	34	18	0.0702
3EQG	285	285	20	21	0.0702
2XWA	456	228	32	17	0.0702
2D8Q	57	57	4	4	0.0702
4EF0	228	114	16	8	0.0702
2AFG	513	129	36	9	0.0702
3EQH	285	285	20	21	0.0702
3R7B	499	256	35	19	0.0701
1K95	157	157	11	12	0.0701
3R04	271	271	19	19	0.0701
3PKI	1641	285	115	21	0.0701
4L3I	842	424	59	31	0.0701
3VBQ	271	271	19	19	0.0701
3GWX	542	271	38	19	0.0701
2JKV	2881	482	202	36	0.0701
2X1W	1113	299	78	23	0.0701
4B4S	157	157	11	11	0.0701
1GWX	542	271	38	19	0.0701
4DCK	271	271	19	20	0.0701
3O2G	385	385	27	27	0.0701
3R02	271	271	19	19	0.0701
1E3Y	100	100	7	7	0.0700
4GH0	200	200	14	14	0.0700
3S0I	200	200	14	14	0.0700
1W9G	200	103	14	7	0.0700
1WJP	100	100	7	7	0.0700
4BX9	1214	664	85	46	0.0700
4DFN	257	257	18	18	0.0700
4GXD	200	200	14	14	0.0700
2M5V	100	100	7	7	0.0700
2KFF	100	100	7	7	0.0700
1E41	100	100	7	7	0.0700
3VBW	257	257	18	18	0.0700
1WJQ	100	100	7	7	0.0700
2AAX	514	260	36	19	0.0700
2AXM	257	130	18	9	0.0700
2KFG	100	100	7	7	0.0700
2KSP	100	100	7	7	0.0700
2NML	100	100	7	7	0.0700
1FYH	629	319	44	23	0.0700
2KFH	100	100	7	7	0.0700
2X1X	300	300	21	23	0.0700
2YAD	286	61	20	5	0.0699
2A8J	515	262	36	18	0.0699
3EQD	286	286	20	21	0.0699
3FEX	1216	1216	85	91	0.0699
2OC9	272	272	19	20	0.0699
3K8Q	286	286	20	21	0.0699
3LSD	143	143	10	10	0.0699
2J32	229	229	16	16	0.0699
3D42	286	286	20	23	0.0699
3EQI	286	286	20	21	0.0699
3ZLS	286	286	20	21	0.0699
1K5U	386	129	27	9	0.0699
3UD8	386	130	27	9	0.0699
3LSE	143	143	10	10	0.0699
1JQD	572	288	40	20	0.0699
3ITN	229	229	16	16	0.0699
4DGP	472	472	33	38	0.0699
2IC4	186	186	13	13	0.0699
3BGS	286	286	20	21	0.0699
2A8M	515	262	36	18	0.0699
4EHD	229	229	16	16	0.0699
3TEI	329	329	23	23	0.0699
4JJE	229	229	16	16	0.0699
2OJX	186	186	13	14	0.0699
3RPX	286	114	20	7	0.0699
2OC4	286	286	20	21	0.0699
2QQ8	143	143	10	10	0.0699
2J31	229	229	16	16	0.0699
3GXL	272	272	19	21	0.0699
2AB2	516	260	36	18	0.0698
2XYX	516	259	36	18	0.0698
4FV6	315	315	22	22	0.0698
1NZP	86	86	6	6	0.0698
2DK1	43	43	3	3	0.0698
2NQ3	129	129	9	9	0.0698
4J51	602	301	42	22	0.0698
1K8O	86	86	6	6	0.0698
2EJM	86	86	6	6	0.0698
3MBL	258	258	18	19	0.0698
2PSX	215	215	15	16	0.0698
1E8S	129	129	9	9	0.0698
2AA6	516	259	36	18	0.0698
2P2C	1532	261	107	20	0.0698
2PSY	215	215	15	16	0.0698
3O0T	358	182	25	13	0.0698
2BMJ	172	172	12	14	0.0698
3UCG	86	86	6	7	0.0698
1EVT	602	303	42	22	0.0698
3TJP	731	731	51	53	0.0698
1K8M	86	86	6	6	0.0698
1BF5	530	530	37	36	0.0698
4EI1	760	760	53	54	0.0697
1U59	201	201	14	15	0.0697
2C2H	330	169	23	12	0.0697
3ZVV	717	717	50	52	0.0697
3BRH	588	300	41	22	0.0697
4ISN	287	287	20	20	0.0697
1Y9R	459	232	32	17	0.0697
4A1N	287	287	20	22	0.0697
3K2I	804	402	56	33	0.0697
1OU5	660	330	46	23	0.0697
4K4F	402	208	28	16	0.0697
1EXZ	517	155	36	11	0.0696
2BAJ	316	316	22	26	0.0696
2QSY	158	158	11	13	0.0696
2B1V	460	245	32	16	0.0696
2B4B	316	159	22	12	0.0696
1E8O	259	132	18	9	0.0695
4ARK	259	259	18	19	0.0695
3DDU	705	705	49	47	0.0695
3H2X	302	302	21	22	0.0695
4FZS	374	211	26	16	0.0695
3PP1	259	259	18	19	0.0695
2XYW	518	259	36	18	0.0695
2UZK	187	96	13	7	0.0695
3D48	331	331	23	24	0.0695
3E8N	259	259	18	19	0.0695
2J0F	1784	446	124	32	0.0695
4H3P	662	335	46	23	0.0695
1RFG	288	288	20	21	0.0694
3INY	288	288	20	21	0.0694
2DLK	72	72	5	5	0.0694
1PWY	288	288	20	21	0.0694
1V45	288	288	20	21	0.0694
2FAI	461	246	32	16	0.0694
4EZL	720	720	50	52	0.0694
1YRY	288	288	20	21	0.0694
2L1P	72	72	5	5	0.0694
3TF5	1355	454	94	33	0.0694
2AOW	576	288	40	20	0.0694
3VNH	288	288	20	20	0.0694
1I8L	634	317	44	24	0.0694
1V2H	288	288	20	21	0.0694
2WK6	894	447	62	32	0.0694
2HXP	144	144	10	10	0.0694
1FNL	173	173	12	12	0.0694
1M73	288	288	20	21	0.0694
2M0C	72	72	5	7	0.0694
2YJA	245	245	17	17	0.0694
1PF7	288	288	20	21	0.0694
2AOX	576	288	40	20	0.0694
3ZYQ	216	216	15	16	0.0694
4EZJ	720	720	50	52	0.0694
2ZNP	504	261	35	18	0.0694
3K35	1613	276	112	19	0.0694
4FA6	735	735	51	53	0.0694
2OAY	360	360	25	28	0.0694
3KWB	360	192	25	14	0.0694
3HIH	432	223	30	19	0.0694
1V41	288	288	20	21	0.0694
3D1V	288	288	20	21	0.0694
2ZNQ	504	265	35	18	0.0694
3F02	620	320	43	22	0.0694
4GEI	144	144	10	10	0.0694
1V3Q	288	288	20	21	0.0694
1RCT	288	288	20	21	0.0694
2AOV	576	288	40	20	0.0694
3VNG	288	288	20	20	0.0694
1N6A	216	216	15	15	0.0694
4FVQ	274	274	19	20	0.0693
3V5L	880	247	61	20	0.0693
2CQY	101	101	7	7	0.0693
4GAH	332	184	23	13	0.0693
2CHX	736	736	51	53	0.0693
4FVR	274	274	19	20	0.0693
1RJ7	1731	150	120	10	0.0693
2VZ5	101	101	7	8	0.0693
4GHP	202	202	14	14	0.0693
3ZW3	722	722	50	52	0.0693
3LXK	274	274	19	19	0.0693
3U10	202	202	14	15	0.0693
2YQ7	101	101	7	7	0.0693
2EUK	202	202	14	14	0.0693
4FVP	274	274	19	20	0.0693
4DGX	476	476	33	38	0.0693
2EVD	202	202	14	14	0.0693
3SXR	318	160	22	11	0.0692
3HEG	318	318	22	26	0.0692
1ULB	289	289	20	21	0.0692
1URK	130	130	9	9	0.0692
4FUL	723	723	50	52	0.0692
3K1X	780	130	54	9	0.0692
3BAD	260	131	18	9	0.0692
3JUT	780	130	54	9	0.0692
1ULA	289	289	20	21	0.0692
1I16	130	130	9	9	0.0692
4GK0	376	195	26	13	0.0691
3PRZ	738	738	51	53	0.0691
3C6G	926	463	64	31	0.0691
1B7X	217	217	15	17	0.0691
2UZC	434	87	30	6	0.0691
1DGQ	188	188	13	13	0.0691
2J33	217	217	15	15	0.0691
1P57	333	333	23	23	0.0691
2A4Z	695	695	48	50	0.0691
4GK5	376	195	26	13	0.0691
3V70	405	208	28	16	0.0691
2OIT	434	434	30	33	0.0691
3DY7	217	217	15	16	0.0691
2GZV	87	87	6	6	0.0690
4H2Z	203	203	14	14	0.0690
3ZTG	174	87	12	6	0.0690
4E35	174	87	12	7	0.0690
3BGZ	261	261	18	18	0.0690
1BY4	319	146	22	9	0.0690
1YI3	261	261	18	18	0.0690
1ICH	87	87	6	6	0.0690
3CZH	927	464	64	31	0.0690
1YHS	261	261	18	18	0.0690
2VNA	348	348	24	24	0.0690
3S0K	203	203	14	14	0.0690
3VPP	232	117	16	9	0.0690
2W98	696	351	48	24	0.0690
2DC2	87	87	6	7	0.0690
1AX8	116	116	8	8	0.0690
3FC1	319	319	22	26	0.0690
1YI4	261	261	18	18	0.0690
1NE7	1651	281	114	20	0.0690
4EHG	406	205	28	22	0.0690
1FHT	116	116	8	8	0.0690
2W4Q	348	348	24	24	0.0690
2IOK	435	248	30	17	0.0690
2KJX	58	58	4	4	0.0690
2L4C	116	116	8	9	0.0690
3EY6	116	116	8	8	0.0690
3TKM	261	261	18	18	0.0690
2E5G	87	87	6	6	0.0690
2HAC	58	32	4	2	0.0690
3I60	319	319	22	22	0.0690
4E34	174	87	12	7	0.0690
2IFV	174	174	12	13	0.0690
3DL9	927	464	64	31	0.0690
3H7H	116	116	8	9	0.0690
2IFD	174	174	12	13	0.0690
1O5E	334	334	23	23	0.0689
3OED	842	421	58	31	0.0689
1O5F	334	334	23	23	0.0689
2V4L	740	740	51	53	0.0689
2QUH	755	380	52	27	0.0689
2XYJ	508	260	35	18	0.0689
3TL5	740	740	51	53	0.0689
4GWG	465	465	32	34	0.0688
2QG4	3636	456	250	33	0.0688
4AVX	218	218	15	16	0.0688
2HT6	320	164	22	11	0.0688
1YOL	465	236	32	17	0.0688
4GWK	465	465	32	34	0.0688
3E7E	320	320	22	22	0.0688
3LUK	378	163	26	11	0.0688
2J14	480	247	33	18	0.0688
3R7S	509	256	35	19	0.0688
3PKJ	1627	278	112	19	0.0688
2QCJ	552	276	38	20	0.0688
1W0H	189	189	13	14	0.0688
3V8W	436	257	30	18	0.0688
3KZ0	276	140	19	11	0.0688
2Z15	465	117	32	8	0.0688
3PTZ	2702	451	186	32	0.0688
1O5T	378	378	26	27	0.0688
4G11	727	727	50	52	0.0688
3RIB	830	427	57	30	0.0687
2Z0B	611	113	42	8	0.0687
2AOT	568	286	39	20	0.0687
3GJ0	393	206	27	14	0.0687
1UGK	131	131	9	10	0.0687
1DZC	131	131	9	9	0.0687
3AU5	859	455	59	32	0.0687
2JQZ	131	131	9	9	0.0687
3CST	728	728	50	52	0.0687
3APC	728	728	50	52	0.0687
2IZV	335	335	23	24	0.0687
3S8Z	597	597	41	45	0.0687
1RML	131	131	9	9	0.0687
3APD	728	728	50	52	0.0687
1E8Z	729	729	50	52	0.0686
2EUM	204	204	14	14	0.0686
2ZB4	350	350	24	24	0.0686
2EVL	204	204	14	14	0.0686
3I33	379	379	26	26	0.0686
3IKQ	437	146	30	10	0.0686
2C9W	306	306	21	22	0.0686
3V8T	423	237	29	19	0.0686
2ZB7	350	350	24	24	0.0686
2QDC	277	277	19	22	0.0686
3PRJ	2711	452	186	32	0.0686
2JW5	102	102	7	7	0.0686
3QAQ	729	729	50	52	0.0686
2A5U	729	729	50	52	0.0686
1SX6	204	204	14	14	0.0686
2D9B	102	102	7	8	0.0686
1PBW	379	195	26	13	0.0686
3U84	875	473	60	37	0.0686
1NLW	306	177	21	11	0.0686
1I7G	248	248	17	17	0.0685
2WK5	1780	450	122	32	0.0685
2I0E	555	318	38	23	0.0685
3TSF	248	248	17	17	0.0685
3SMT	438	438	30	31	0.0685
2GFO	321	321	22	22	0.0685
2BU2	336	336	23	25	0.0685
2QDP	292	292	20	23	0.0685
3LJ8	146	146	10	10	0.0685
2B50	511	265	35	18	0.0685
2CHZ	730	730	50	52	0.0685
1X6G	73	73	5	6	0.0685
4GB9	730	730	50	52	0.0685
2EWY	1460	365	100	26	0.0685
2RIA	438	146	30	10	0.0685
2RIE	438	148	30	10	0.0685
4HP9	117	117	8	8	0.0684
1W4R	1214	174	83	13	0.0684
4DJ9	234	234	16	16	0.0684
4L6Y	862	449	59	32	0.0684
1N1A	234	117	16	8	0.0684
3MA3	263	263	18	18	0.0684
1WGV	117	117	8	10	0.0684
2LCP	190	190	13	13	0.0684
1UW0	117	117	8	8	0.0684
2K2J	117	117	8	8	0.0684
2DI7	117	117	8	8	0.0684
2CHW	731	731	50	52	0.0684
1P9M	659	659	45	47	0.0683
3D5F	483	244	33	17	0.0683
2ZNN	249	249	17	18	0.0683
3T8M	732	732	50	52	0.0683
2YHW	205	205	14	16	0.0683
3VI8	249	249	17	18	0.0683
1T8P	498	249	34	18	0.0683
4E67	205	205	14	15	0.0683
2AC5	249	249	17	17	0.0683
1GRI	410	205	28	15	0.0683
3L16	732	732	50	52	0.0683
4HTO	205	205	14	14	0.0683
3TZM	293	293	20	22	0.0683
3CVF	278	73	19	7	0.0683
2Q3E	5443	454	372	32	0.0683
3PA6	278	96	19	7	0.0683
3L13	732	732	50	52	0.0683
2QG6	161	161	11	13	0.0683
2E0A	688	352	47	26	0.0683
3S2K	1274	671	87	52	0.0683
3L17	732	732	50	52	0.0683
3NFY	498	249	34	18	0.0683
2AOU	571	290	39	20	0.0683
4FL2	483	483	33	34	0.0683
1E8Y	732	732	50	52	0.0683
1I2M	1084	544	74	37	0.0683
4DAY	205	205	14	15	0.0683
2I9P	1171	295	80	22	0.0683
3DBS	732	732	50	52	0.0683
3S8V	1245	667	85	49	0.0683
1R6T	732	412	50	34	0.0683
1F4Q	322	165	22	12	0.0683
3OS5	249	249	17	17	0.0683
1Y0S	498	251	34	17	0.0683
4A0P	601	601	41	45	0.0682
2A26	132	46	9	3	0.0682
3PFF	674	674	46	47	0.0682
3RPN	1320	220	90	18	0.0682
3LJ3	718	718	49	51	0.0682
3F2K	308	172	21	11	0.0682
2KLZ	44	44	3	3	0.0682
2U1A	88	88	6	6	0.0682
1A81	1320	254	90	17	0.0682
2QUJ	762	384	52	27	0.0682
4FJY	733	733	50	52	0.0682
2CS4	88	88	6	6	0.0682
2BV1	264	134	18	9	0.0682
2C6P	660	660	45	48	0.0682
4IZ5	1702	427	116	29	0.0682
3ET2	528	266	36	18	0.0682
2CQA	88	88	6	8	0.0682
2I5F	88	88	6	6	0.0682
2Q9P	132	132	9	9	0.0682
3PK1	308	157	21	12	0.0682
1ZTP	661	232	45	15	0.0681
4EXT	191	191	13	13	0.0681
2R9A	382	201	26	15	0.0681
2AA5	499	254	34	17	0.0681
2HVL	279	279	19	22	0.0681
1GG3	837	279	57	20	0.0681
2Q4K	661	232	45	15	0.0681
4EZK	734	734	50	52	0.0681
3L4G	7299	1097	497	77	0.0681
3UDA	382	129	26	9	0.0681
3TDK	5440	454	370	32	0.0680
3PQZ	397	114	27	9	0.0680
2CZI	250	250	17	17	0.0680
3P1I	485	167	33	12	0.0680
4G2W	250	250	17	17	0.0680
2F57	412	206	28	15	0.0680
3RZN	206	206	14	14	0.0680
2YHY	206	206	14	16	0.0680
1XQH	500	250	34	17	0.0680
1O9S	500	250	34	17	0.0680
2I6T	544	280	37	19	0.0680
2YAN	206	103	14	7	0.0680
1O7S	103	103	7	7	0.0680
2ZB8	338	338	23	23	0.0680
4KSQ	412	207	28	19	0.0680
2OF5	1132	190	77	14	0.0680
1WF1	103	103	7	7	0.0680
4GVT	206	206	14	14	0.0680
3HAI	1132	294	77	22	0.0680
2YI1	206	206	14	16	0.0680
2QUI	765	390	52	27	0.0680
3N1G	500	255	34	18	0.0680
1MT6	280	280	19	20	0.0679
3TG4	427	427	29	30	0.0679
3E0L	884	442	60	32	0.0679
3FM0	324	324	22	22	0.0679
3LCO	221	221	15	15	0.0679
1W2S	442	442	30	32	0.0679
3UD9	383	129	26	9	0.0679
3VH8	1266	653	86	45	0.0679
3HKV	383	192	26	13	0.0679
3AHQ	280	280	19	19	0.0679
4AQL	442	442	30	32	0.0679
1TR2	1855	928	126	67	0.0679
1ZM0	177	90	12	6	0.0678
3RWV	413	208	28	14	0.0678
2XWB	4894	2456	332	172	0.0678
1S95	649	325	44	22	0.0678
4K55	118	118	8	8	0.0678
2JS0	59	59	4	4	0.0678
3S7J	428	428	29	30	0.0678
4EDF	1564	403	106	29	0.0678
1OAI	59	59	4	4	0.0678
2ICC	118	118	8	10	0.0678
1H6G	472	249	32	17	0.0678
3ENE	737	737	50	52	0.0678
1TP4	59	59	4	4	0.0678
1RJH	118	118	8	8	0.0678
2ECY	59	59	4	4	0.0678
1ONI	1210	136	82	10	0.0678
1VJY	295	295	20	22	0.0678
2C6G	664	664	45	48	0.0678
3LUD	398	137	27	9	0.0678
2EPP	59	59	4	4	0.0678
4KZ0	724	724	49	51	0.0677
2K8R	133	133	9	9	0.0677
3K3J	310	310	21	25	0.0677
1RRP	384	204	26	13	0.0677
3ABE	192	192	13	13	0.0677
4AA0	310	310	21	25	0.0677
2ERM	133	133	9	9	0.0677
4DX9	1890	162	128	10	0.0677
3MK8	133	133	9	10	0.0677
1FQ9	650	340	44	24	0.0677
3LUH	399	133	27	9	0.0677
1CVS	650	340	44	24	0.0677
4A11	1417	1417	96	99	0.0677
3DPD	739	739	50	52	0.0677
1BY8	310	310	21	22	0.0677
2AWH	473	242	32	16	0.0677
3GIS	1005	345	68	25	0.0677
3QX8	399	133	27	9	0.0677
2K43	133	133	9	9	0.0677
2HWW	384	153	26	10	0.0677
3U1K	2426	617	164	42	0.0676
3S7B	429	429	29	30	0.0676
4F8T	207	207	14	16	0.0676
2EW9	148	148	10	10	0.0676
2XWJ	8874	2223	600	155	0.0676
1WDZ	444	231	30	16	0.0676
3S7D	429	429	29	30	0.0676
4GIX	207	207	14	14	0.0676
3RIC	207	207	14	14	0.0676
1P8V	518	518	35	39	0.0676
2Z0N	207	207	14	14	0.0676
2EYW	74	74	5	5	0.0676
3S7F	429	429	29	30	0.0676
4GHS	414	207	28	14	0.0676
4L3T	1731	922	117	64	0.0676
3V5J	429	256	29	18	0.0676
2UZ9	444	444	30	32	0.0676
2J9Q	503	275	34	19	0.0676
3R7Q	725	725	49	51	0.0676
2BAQ	311	311	21	25	0.0675
2WJ7	385	84	26	7	0.0675
2F0X	992	130	67	10	0.0675
3QX9	400	136	27	9	0.0675
2JAK	311	311	21	21	0.0675
4GXG	830	209	56	14	0.0675
1XBT	1185	157	80	10	0.0675
1FGU	474	245	32	20	0.0675
2GF2	1171	295	79	22	0.0675
2BU6	326	326	22	24	0.0675
2KGB	89	89	6	5	0.0674
1MXL	89	89	6	5	0.0674
3NOS	772	386	52	27	0.0674
1T2K	341	233	23	16	0.0674
2CTD	89	89	6	6	0.0674
1AP4	89	89	6	5	0.0674
3CY3	267	267	18	18	0.0674
1M9Q	772	386	52	27	0.0674
2DBH	89	89	6	6	0.0674
2QQM	430	430	29	31	0.0674
1QB0	178	178	12	13	0.0674
2KFX	89	89	6	5	0.0674
1LXF	89	89	6	5	0.0674
2WVJ	1187	159	80	10	0.0674
1VHR	356	178	24	15	0.0674
1M9R	772	386	52	27	0.0674
3TV0	267	136	18	9	0.0674
3SAH	697	353	47	23	0.0674
2JXL	89	89	6	5	0.0674
1CWT	178	178	12	13	0.0674
1M9M	772	386	52	27	0.0674
3VU7	193	193	13	13	0.0674
2I99	623	312	42	21	0.0674
1ZC0	282	282	19	22	0.0674
2KRD	89	89	6	5	0.0674
2L1R	89	89	6	5	0.0674
2LA6	89	89	6	6	0.0674
1SPY	89	89	6	5	0.0674
1J4X	178	178	12	15	0.0674
3O3Q	475	121	32	8	0.0674
3ODA	267	90	18	6	0.0674
1CWR	178	178	12	13	0.0674
3L15	327	191	22	11	0.0673
1M9J	773	387	52	27	0.0673
1GHQ	565	437	38	32	0.0673
2HHJ	505	253	34	18	0.0673
3ZNI	2436	610	164	42	0.0673
3NW0	401	401	27	27	0.0673
1A12	1203	401	81	28	0.0673
1M9K	773	387	52	27	0.0673
2WOU	297	297	20	22	0.0673
3LUC	401	135	27	9	0.0673
2DLU	104	104	7	7	0.0673
3HV7	312	312	21	25	0.0673
4AE8	565	147	38	11	0.0673
4FV9	312	312	21	21	0.0673
2M0R	208	104	14	8	0.0673
2WQN	238	238	16	16	0.0672
2HW7	238	238	16	16	0.0672
4JKW	119	119	8	8	0.0672
4I1C	357	357	24	25	0.0672
2LM2	134	134	9	9	0.0672
3C3O	357	357	24	24	0.0672
1PJA	268	268	18	18	0.0672
2CKP	461	296	31	21	0.0672
2CP5	134	134	9	10	0.0672
3C3Q	357	357	24	24	0.0672
2A9J	506	254	34	18	0.0672
2C6C	670	670	45	48	0.0672
4K4E	402	205	27	15	0.0672
2RMJ	134	134	9	9	0.0672
2O8J	714	187	48	11	0.0672
2GJT	372	193	25	14	0.0672
3C3R	357	357	24	24	0.0672
2J0U	685	369	46	23	0.0672
1Z2V	268	134	18	9	0.0672
3AY5	253	253	17	18	0.0672
2FSL	313	313	21	25	0.0671
3MGM	328	164	22	13	0.0671
3SXS	164	164	11	11	0.0671
3HV6	313	313	21	25	0.0671
2RID	447	151	30	10	0.0671
3HP5	313	313	21	25	0.0671
2F90	507	254	34	18	0.0671
2ORV	298	152	20	10	0.0671
3UH4	417	212	28	15	0.0671
1ZDN	298	151	20	10	0.0671
2P0K	209	209	14	15	0.0670
1CWS	179	179	12	13	0.0670
2OEW	358	358	24	24	0.0670
4K2O	224	224	15	18	0.0670
2IU1	179	179	12	12	0.0670
3P4L	194	194	13	14	0.0670
3KRL	194	194	13	13	0.0670
2I0Y	209	209	14	14	0.0670
2C35	1194	300	80	20	0.0670
3SHE	224	224	15	15	0.0670
3F81	358	179	24	15	0.0670
2GP0	284	284	19	22	0.0669
3OAW	732	732	49	51	0.0669
3L0N	508	254	34	18	0.0669
2QCM	254	254	17	18	0.0669
3EWX	254	254	17	18	0.0669
2OJI	344	344	23	23	0.0669
2EU9	344	344	23	23	0.0669
2QCE	254	254	17	18	0.0669
3EIJ	508	254	34	17	0.0669
3EWY	254	254	17	18	0.0669
3PMH	508	508	34	37	0.0669
3OZ0	254	254	17	17	0.0669
3O4T	269	269	18	20	0.0669
1K5V	254	128	17	9	0.0669
2OJJ	344	344	23	23	0.0669
2H4X	508	255	34	18	0.0669
4JOI	478	242	32	16	0.0669
2QCF	254	254	17	18	0.0669
2H52	508	255	34	18	0.0669
3ORN	239	239	16	17	0.0669
3CY2	269	269	18	18	0.0669
3UKM	956	239	64	17	0.0669
2H4Z	509	255	34	18	0.0668
2V64	1108	204	74	13	0.0668
3CSF	733	733	49	51	0.0668
2QUK	374	374	25	26	0.0668
3EAH	779	391	52	27	0.0668
4FL3	449	449	30	31	0.0668
2L0Y	60	60	4	4	0.0667
2MHU	30	30	2	3	0.0667
1D9N	75	75	5	5	0.0667
3CP6	330	330	22	24	0.0667
2KG1	105	105	7	7	0.0667
2QCD	510	256	34	18	0.0667
2J1L	135	135	9	9	0.0667
3NCU	240	120	16	8	0.0667
2M7S	90	90	6	6	0.0667
2NLW	105	105	7	7	0.0667
4ANV	750	750	50	52	0.0667
2QCH	510	255	34	18	0.0667
1WZV	300	150	20	10	0.0667
1U2F	90	90	6	6	0.0667
3GZ9	255	255	17	17	0.0667
2O4X	300	217	20	15	0.0667
1Q2Z	120	120	8	8	0.0667
1OOK	510	510	34	37	0.0667
2G7Y	330	165	22	12	0.0667
3IA8	300	150	20	10	0.0667
2FT2	330	165	22	12	0.0667
4E6A	300	300	20	24	0.0667
1QSC	495	165	33	11	0.0667
1PBV	195	195	13	13	0.0667
2M8D	90	90	6	6	0.0667
2FRQ	330	165	22	12	0.0667
3G3M	255	255	17	18	0.0667
3CXW	270	270	18	18	0.0667
2HQX	180	90	12	6	0.0667
1F4O	330	165	22	12	0.0667
2FVV	135	135	9	9	0.0667
1WZW	150	150	10	10	0.0667
2BU5	330	330	22	24	0.0667
3FXW	225	225	15	15	0.0667
2KZS	90	90	6	6	0.0667
4B6H	15	15	1	1	0.0667
2C7A	90	45	6	3	0.0667
2DUD	150	80	10	6	0.0667
1K94	330	171	22	12	0.0667
2CKK	120	120	8	8	0.0667
2P0C	420	214	28	14	0.0667
3L0K	510	255	34	18	0.0667
2HQE	300	217	20	15	0.0667
3IBE	750	750	50	52	0.0667
4E5B	300	300	20	24	0.0667
3MI2	510	255	34	18	0.0667
3FEI	225	225	15	16	0.0667
1KDU	75	75	5	5	0.0667
2KZU	90	90	6	6	0.0667
2FST	300	300	20	24	0.0667
1IG4	75	75	5	5	0.0667
3THD	2344	589	156	47	0.0666
3ML8	736	736	49	51	0.0666
3THC	2344	589	156	47	0.0666
4FHJ	707	707	47	49	0.0665
4KT1	541	541	36	36	0.0665
2V30	511	256	34	18	0.0665
3ODX	632	320	42	21	0.0665
4FHK	707	707	47	49	0.0665
4FV8	316	316	21	21	0.0665
1YQ7	331	331	22	24	0.0665
3K3I	316	316	21	25	0.0665
2YMB	752	231	50	16	0.0665
2QCL	511	256	34	18	0.0665
3SP8	511	256	34	19	0.0665
3G83	452	151	30	10	0.0664
2QCG	512	256	34	18	0.0664
3EX1	512	256	34	18	0.0664
4DX8	813	273	54	17	0.0664
2WOT	301	301	20	22	0.0664
2EAW	512	256	34	18	0.0664
4HIB	512	256	34	18	0.0664
3EX6	512	256	34	18	0.0664
3SHY	271	271	18	18	0.0664
1PWB	452	151	30	10	0.0664
1PY5	301	301	20	22	0.0664
3EX2	512	256	34	18	0.0664
2OS9	452	151	30	10	0.0664
3EWU	512	256	34	18	0.0664
3HN4	256	256	17	19	0.0664
3QEO	452	227	30	15	0.0664
2QCN	512	256	34	18	0.0664
2ORK	452	151	30	10	0.0664
4HKP	512	256	34	18	0.0664
3EX3	512	256	34	18	0.0664
1PW9	452	151	30	10	0.0664
3BZ3	241	241	16	16	0.0664
2FSO	301	301	20	24	0.0664
3G81	452	151	30	10	0.0664
1RW8	301	301	20	22	0.0664
3QEJ	452	227	30	15	0.0664
3EX4	256	256	17	18	0.0664
3EWW	512	256	34	18	0.0664
1UVS	211	211	14	16	0.0664
1FDP	708	200	47	15	0.0664
2RIB	452	152	30	10	0.0664
2WM1	332	332	22	23	0.0663
3FSF	332	332	22	26	0.0663
1VSC	392	196	26	13	0.0663
4DSZ	1448	724	96	49	0.0663
1LW3	513	513	34	34	0.0663
2JC2	664	166	44	12	0.0663
1EXU	347	347	23	27	0.0663
1M7R	1026	513	68	34	0.0663
2WFH	362	181	24	13	0.0663
2K7N	166	166	11	11	0.0663
1XWN	166	166	11	11	0.0663
2V8E	181	181	12	12	0.0663
2WEW	166	166	11	12	0.0663
2LW8	181	181	12	12	0.0663
4DSA	1448	724	96	49	0.0663
3EWZ	1026	257	68	18	0.0663
4KM5	362	362	24	25	0.0663
1IJ9	196	196	13	13	0.0663
2VF6	332	332	22	24	0.0663
2GGX	453	151	30	10	0.0662
3P2B	680	680	45	47	0.0662
3IKP	453	152	30	10	0.0662
1KV2	302	302	20	24	0.0662
3Q84	1526	282	101	22	0.0662
2JBK	680	680	45	48	0.0662
2ORJ	453	151	30	10	0.0662
1Z8L	2780	695	184	49	0.0662
3G84	453	151	30	10	0.0662
3RBQ	906	151	60	11	0.0662
2CIJ	680	680	45	48	0.0662
4HVC	937	473	62	34	0.0662
2P23	272	136	18	10	0.0662
4DK5	725	725	48	50	0.0662
3THB	287	287	19	21	0.0662
4I9I	831	212	55	16	0.0662
4FXG	3834	1916	254	148	0.0662
2GGU	453	151	30	10	0.0662
2JBJ	680	680	45	48	0.0662
3SJG	696	696	46	49	0.0661
