pdbid	transcript	conflicts	perc_conflicts	range_conflicts	perc_range_conflicts	mismatch_conflicts	perc_mistmatch_conflicts
4GDY	ENST00000509167	373	0.88	0	0	373	0.88
1ZL8	ENST00000421587	51	0.94	0	0	51	0.94
1ZLG	ENST00000262648	18	0.03	17	0.03	1	0
1ZLI	ENST00000491148	116	0.38	1	0	115	0.38
1ZLI	ENST00000282957	116	0.38	1	0	115	0.38
1ZLR	ENST00000403665	192	0.88	0	0	192	0.88
1ZLY	ENST00000361093	200	1	200	1	0	0
1ZLX	ENST00000361093	198	1	198	1	0	0
2O0U	ENST00000395169	314	0.95	0	0	314	0.95
2O0U	ENST00000395160	316	0.95	104	0.31	212	0.64
2O0U	ENST00000395166	314	0.95	0	0	314	0.95
2O0O	ENST00000374044	147	0.96	77	0.5	70	0.46
2O0O	ENST00000374044	147	0.96	77	0.5	70	0.46
2O0O	ENST00000374044	146	0.96	77	0.51	69	0.45
2EF1	ENST00000502843	171	0.69	169	0.68	2	0.01
2EF1	ENST00000226279	1	0	0	0	1	0
2EF1	ENST00000502843	163	0.68	161	0.67	2	0.01
2EF1	ENST00000226279	1	0	0	0	1	0
1C26	ENST00000455263	23	0.72	10	0.31	13	0.41
1C26	ENST00000420246	24	0.75	15	0.47	9	0.28
1C25	ENST00000302506	148	0.93	0	0	148	0.93
1C25	ENST00000351231	150	0.94	11	0.07	139	0.87
3W33	ENST00000342916	297	1	297	1	0	0
3W33	ENST00000344576	297	1	292	0.98	5	0.02
3W33	ENST00000420316	297	1	297	1	0	0
3W32	ENST00000342916	317	1	317	1	0	0
3W32	ENST00000344576	317	1	312	0.98	5	0.02
3W32	ENST00000420316	317	1	317	1	0	0
2EFI	ENST00000331268	41	0.44	0	0	41	0.44
2AG2	ENST00000357164	2	0.01	0	0	2	0.01
2AG2	ENST00000357164	2	0.01	0	0	2	0.01
2AG2	ENST00000357164	2	0.01	0	0	2	0.01
2AG4	ENST00000357164	2	0.01	0	0	2	0.01
2AG4	ENST00000357164	2	0.01	0	0	2	0.01
2AG9	ENST00000357164	3	0.02	0	0	3	0.02
2AG9	ENST00000357164	3	0.02	0	0	3	0.02
2AGA	ENST00000340660	166	0.9	0	0	166	0.9
2AGD	ENST00000379731	257	0.94	0	0	257	0.94
2AGD	ENST00000379731	257	0.94	0	0	257	0.94
2AGD	ENST00000379731	257	0.94	0	0	257	0.94
2AGH	ENST00000389506	2	0.06	0	0	2	0.06
2AGH	ENST00000354520	26	0.84	0	0	26	0.84
2AGT	ENST00000285930	2	0.01	0	0	2	0.01
4GJD	ENST00000272190	261	0.8	0	0	261	0.8
4GJD	ENST00000367195	259	0.79	0	0	259	0.79
4GJD	ENST00000272190	262	0.79	0	0	262	0.79
4GJD	ENST00000367195	260	0.79	0	0	260	0.79
2G56	ENST00000265986	1	0	0	0	1	0
2G56	ENST00000371581	943	0.98	544	0.56	399	0.41
2G56	ENST00000265986	1	0	0	0	1	0
2G56	ENST00000371581	943	0.98	543	0.56	400	0.41
2G54	ENST00000265986	1	0	0	0	1	0
2G54	ENST00000371581	949	0.98	548	0.56	401	0.41
2G54	ENST00000265986	1	0	0	0	1	0
2G54	ENST00000371581	945	0.98	545	0.56	400	0.41
2G59	ENST00000348962	275	0.97	12	0.04	263	0.93
2G59	ENST00000442921	284	1	284	1	0	0
2G59	ENST00000542557	284	1	284	1	0	0
2G59	ENST00000445537	284	1	284	1	0	0
2G59	ENST00000544244	284	1	284	1	0	0
2G59	ENST00000348962	264	0.96	12	0.04	252	0.92
2G59	ENST00000442921	274	1	274	1	0	0
2G59	ENST00000542557	274	1	274	1	0	0
2G59	ENST00000445537	274	1	274	1	0	0
2G59	ENST00000544244	274	1	274	1	0	0
2RSJ	ENST00000520727	81	0.95	0	0	81	0.95
2RSJ	ENST00000520214	81	0.95	0	0	81	0.95
2G5O	ENST00000338799	1	0	0	0	1	0
2G5O	ENST00000206249	1	0	0	0	1	0
2G5O	ENST00000440973	1	0	0	0	1	0
2G5O	ENST00000456483	224	0.95	64	0.27	160	0.68
2G5O	ENST00000443427	1	0	0	0	1	0
2G5O	ENST00000338799	1	0	0	0	1	0
2G5O	ENST00000206249	1	0	0	0	1	0
2G5O	ENST00000440973	1	0	0	0	1	0
2G5O	ENST00000456483	225	0.95	66	0.28	159	0.67
2G5O	ENST00000443427	1	0	0	0	1	0
1GO5	ENST00000531709	69	1	69	1	0	0
1GO5	ENST00000439713	69	1	69	1	0	0
1A52	ENST00000338799	1	0	0	0	1	0
1A52	ENST00000206249	1	0	0	0	1	0
1A52	ENST00000440973	1	0	0	0	1	0
1A52	ENST00000456483	226	0.95	61	0.26	165	0.69
1A52	ENST00000443427	1	0	0	0	1	0
1A52	ENST00000338799	1	0	0	0	1	0
1A52	ENST00000206249	1	0	0	0	1	0
1A52	ENST00000440973	1	0	0	0	1	0
1A52	ENST00000456483	227	0.95	61	0.25	166	0.69
1A52	ENST00000443427	1	0	0	0	1	0
3O19	ENST00000371625	1	0.01	0	0	1	0.01
3O19	ENST00000471521	1	0.01	0	0	1	0.01
3O10	ENST00000402364	135	1	135	1	0	0
3O10	ENST00000402364	135	1	135	1	0	0
3O10	ENST00000402364	133	1	133	1	0	0
3O10	ENST00000402364	134	1	134	1	0	0
2R64	ENST00000354056	133	0.48	34	0.12	99	0.35
4GJB	ENST00000272190	261	0.79	0	0	261	0.79
4GJB	ENST00000367195	259	0.79	0	0	259	0.79
4GJB	ENST00000272190	261	0.79	0	0	261	0.79
4GJB	ENST00000367195	259	0.79	0	0	259	0.79
4FXW	ENST00000450554	93	0.95	4	0.04	89	0.91
4FXW	ENST00000377387	89	0.92	0	0	89	0.92
4FXW	ENST00000433274	94	0.97	0	0	94	0.97
4FXW	ENST00000450554	92	0.95	4	0.04	88	0.91
4FXW	ENST00000377387	95	0.92	0	0	95	0.92
4FXW	ENST00000433274	100	0.97	0	0	100	0.97
1AV5	ENST00000304043	99	0.88	0	0	99	0.88
1AV5	ENST00000304043	99	0.88	0	0	99	0.88
1LZ0	ENST00000319878	1	0	0	0	1	0
1LZ5	NULL	1	NULL	NULL	NULL	NULL	NULL
1LZ4	ENST00000261267	1	0.01	0	0	1	0.01
1LZ7	ENST00000319878	5	0.02	0	0	5	0.02
1LZ6	NULL	1	NULL	NULL	NULL	NULL	NULL
3DI2	ENST00000520269	69	0.6	31	0.27	38	0.33
3DI2	ENST00000303115	1	0.01	0	0	1	0.01
3DI2	ENST00000520269	64	0.58	27	0.25	37	0.34
3DI2	ENST00000303115	1	0.01	0	0	1	0.01
3DI3	ENST00000520269	71	0.6	26	0.22	45	0.38
3DI3	ENST00000303115	1	0.01	0	0	1	0.01
1LZV	ENST00000285379	115	0.45	0	0	115	0.45
1LZI	ENST00000319878	1	0	0	0	1	0
1AVF	ENST00000425343	162	0.5	73	0.23	89	0.28
1AVF	ENST00000425343	162	0.5	73	0.23	89	0.28
1AVN	ENST00000285379	115	0.45	0	0	115	0.45
1AVH	ENST00000296511	291	0.92	0	0	291	0.92
1AVH	ENST00000296511	291	0.92	0	0	291	0.92
1AVR	ENST00000296511	291	0.92	0	0	291	0.92
1AVZ	ENST00000368682	53	0.93	0	0	53	0.93
1AVZ	ENST00000354650	53	0.93	0	0	53	0.93
1AVZ	ENST00000229471	53	0.93	0	0	53	0.93
1AVZ	ENST00000368667	53	0.93	0	0	53	0.93
1AVZ	ENST00000368678	53	0.93	0	0	53	0.93
1AVZ	ENST00000356013	53	0.93	0	0	53	0.93
1AVZ	ENST00000538466	53	0.93	0	0	53	0.93
4K2C	ENST00000509063	11	0.02	2	0	9	0.02
4K2C	ENST00000509063	11	0.02	2	0	9	0.02
4K2R	ENST00000451498	526	0.97	276	0.51	250	0.46
4K2R	ENST00000442208	518	0.95	106	0.2	412	0.76
4K2Y	ENST00000250378	171	0.81	4	0.02	167	0.8
2LA5	ENST00000370470	12	0.8	0	0	12	0.8
2LA6	ENST00000380244	83	0.93	0	0	83	0.93
2LAJ	ENST00000356462	36	0.9	0	0	36	0.9
2LAJ	ENST00000400345	1	0.03	0	0	1	0.03
2LAJ	ENST00000382850	36	0.9	0	0	36	0.9
2LAJ	ENST00000256830	34	0.85	0	0	34	0.85
2LAJ	ENST00000435432	36	0.9	0	0	36	0.9
2LAJ	ENST00000357895	36	0.9	0	0	36	0.9
2LAJ	ENST00000456173	36	0.9	0	0	36	0.9
2LAJ	ENST00000431212	38	0.95	0	0	38	0.95
2LAJ	ENST00000456986	38	0.95	0	0	38	0.95
2LAJ	ENST00000540846	8	1	0	0	8	1
2LAJ	ENST00000439724	7	0.88	0	0	7	0.88
2LAJ	ENST00000537194	7	0.88	0	0	7	0.88
2LAN	ENST00000288616	73	0.99	67	0.91	6	0.08
2LAN	ENST00000351200	74	1	74	1	0	0
2LAG	ENST00000382264	2	0.01	0	0	2	0.01
2LAG	ENST00000404220	2	0.01	0	0	2	0.01
2LAG	ENST00000342136	2	0.01	0	0	2	0.01
2LAG	ENST00000382241	2	0.01	0	0	2	0.01
2LAG	ENST00000380206	1	0.01	0	0	1	0.01
2LAY	ENST00000524575	34	0.94	0	0	34	0.94
2LAX	ENST00000524575	34	0.94	0	0	34	0.94
2LAP	ENST00000288616	70	1	70	1	0	0
2LAP	ENST00000351200	70	1	70	1	0	0
2LAW	ENST00000524575	31	0.91	0	0	31	0.91
2LAW	ENST00000345877	33	0.97	0	0	33	0.97
2RHI	ENST00000427442	303	0.94	0	0	303	0.94
2RHI	ENST00000373135	297	0.92	0	0	297	0.92
2RHI	ENST00000373134	297	0.92	0	0	297	0.92
2RHI	ENST00000422861	299	0.93	0	0	299	0.93
2RHI	ENST00000373133	313	0.97	132	0.41	181	0.56
2RHI	ENST00000418998	303	0.94	0	0	303	0.94
2RHI	ENST00000444063	297	0.92	0	0	297	0.92
2RHK	ENST00000436336	1	0.02	0	0	1	0.02
2RHK	ENST00000292476	1	0.02	0	0	1	0.02
2RHK	ENST00000436336	1	0.02	0	0	1	0.02
2RHK	ENST00000292476	1	0.02	0	0	1	0.02
2RHX	ENST00000427442	304	0.94	0	0	304	0.94
2RHX	ENST00000373135	298	0.92	0	0	298	0.92
2RHX	ENST00000373134	298	0.92	0	0	298	0.92
2RHX	ENST00000422861	300	0.93	0	0	300	0.93
2RHX	ENST00000373133	314	0.97	132	0.41	182	0.56
2RHX	ENST00000418998	304	0.94	0	0	304	0.94
2RHX	ENST00000444063	298	0.92	0	0	298	0.92
2RHY	ENST00000427442	290	0.93	0	0	290	0.93
2RHY	ENST00000422861	291	0.93	0	0	291	0.93
2RHY	ENST00000373133	300	0.96	128	0.41	172	0.55
2RHY	ENST00000418998	290	0.93	0	0	290	0.93
2RHZ	ENST00000427442	290	0.93	0	0	290	0.93
2RHZ	ENST00000373135	1	0	0	0	1	0
2RHZ	ENST00000373134	1	0	0	0	1	0
2RHZ	ENST00000422861	291	0.93	0	0	291	0.93
2RHZ	ENST00000373133	300	0.96	128	0.41	172	0.55
2RHZ	ENST00000418998	290	0.93	0	0	290	0.93
2RHZ	ENST00000444063	1	0	0	0	1	0
2RHP	ENST00000366787	2	0	0	0	2	0
2RHU	ENST00000427442	300	0.93	0	0	300	0.93
2RHU	ENST00000373135	9	0.03	0	0	9	0.03
2RHU	ENST00000373134	9	0.03	0	0	9	0.03
2RHU	ENST00000422861	301	0.93	0	0	301	0.93
2RHU	ENST00000373133	310	0.96	138	0.43	172	0.53
2RHU	ENST00000418998	300	0.93	0	0	300	0.93
2RHU	ENST00000444063	9	0.03	0	0	9	0.03
3DT1	ENST00000229795	14	0.04	0	0	14	0.04
3DT1	ENST00000310795	98	0.28	45	0.13	53	0.15
3DT0	ENST00000311907	14	1	0	0	14	1
3DT0	ENST00000311907	196	0.86	0	0	196	0.86
3DT3	ENST00000456483	223	0.94	66	0.28	157	0.67
3DT3	ENST00000456483	228	0.95	64	0.27	164	0.68
1L1O	ENST00000373909	112	0.91	0	0	112	0.91
1L1O	ENST00000313433	118	0.96	0	0	118	0.96
1L1O	ENST00000373909	112	0.91	0	0	112	0.91
1L1O	ENST00000313433	118	0.96	0	0	118	0.96
3DTX	ENST00000435618	19	0.07	0	0	19	0.07
3DTQ	ENST00000373017	15	0.09	0	0	15	0.09
3DTQ	ENST00000277480	15	0.09	0	0	15	0.09
3DTQ	ENST00000372998	108	0.63	0	0	108	0.63
3DTQ	ENST00000540948	20	0.12	0	0	20	0.12
3DTQ	ENST00000373017	15	0.09	0	0	15	0.09
3DTQ	ENST00000277480	15	0.09	0	0	15	0.09
3DTQ	ENST00000372998	107	0.64	0	0	107	0.64
3DTQ	ENST00000540948	20	0.12	0	0	20	0.12
3DTQ	ENST00000373017	15	0.09	0	0	15	0.09
3DTQ	ENST00000277480	15	0.09	0	0	15	0.09
3DTQ	ENST00000372998	107	0.62	0	0	107	0.62
3DTQ	ENST00000540948	20	0.12	0	0	20	0.12
3NBQ	ENST00000457596	293	1	272	0.93	21	0.07
3NBQ	ENST00000395560	293	1	272	0.93	21	0.07
3NBQ	ENST00000417464	293	1	272	0.93	21	0.07
3NBQ	ENST00000457596	293	1	272	0.93	21	0.07
3NBQ	ENST00000395560	293	1	272	0.93	21	0.07
3NBQ	ENST00000417464	293	1	272	0.93	21	0.07
3NBQ	ENST00000457596	293	1	272	0.93	21	0.07
3NBQ	ENST00000395560	293	1	272	0.93	21	0.07
3NBQ	ENST00000417464	293	1	272	0.93	21	0.07
3NBQ	ENST00000457596	293	1	272	0.93	21	0.07
3NBQ	ENST00000395560	293	1	272	0.93	21	0.07
3NBQ	ENST00000417464	293	1	272	0.93	21	0.07
3NBV	NULL	1	NULL	NULL	NULL	NULL	NULL
3NBZ	ENST00000543796	1	0.01	0	0	1	0.01
3NBZ	ENST00000392369	1	0.01	0	0	1	0.01
3NBZ	ENST00000543796	1	0.01	0	0	1	0.01
3NBZ	ENST00000392369	1	0.01	0	0	1	0.01
3NBH	ENST00000445877	144	1	144	1	0	0
3NBH	ENST00000572173	119	0.95	59	0.47	60	0.48
3NBH	ENST00000381820	119	0.95	59	0.47	60	0.48
3NBN	ENST00000345843	397	0.94	0	0	397	0.94
3NBN	ENST00000348160	405	0.96	0	0	405	0.96
3NBN	ENST00000507561	400	0.95	0	0	400	0.95
3NBN	ENST00000342320	401	0.95	0	0	401	0.95
3NBN	ENST00000355476	401	0.95	0	0	401	0.95
3NBN	ENST00000345843	397	0.94	0	0	397	0.94
3NBN	ENST00000348160	405	0.96	0	0	405	0.96
3NBN	ENST00000507561	400	0.95	0	0	400	0.95
3NBN	ENST00000342320	401	0.95	0	0	401	0.95
3NBN	ENST00000355476	401	0.95	0	0	401	0.95
1PE0	ENST00000338639	1	0.01	0	0	1	0.01
1PE0	ENST00000493678	1	0.01	0	0	1	0.01
1PE0	ENST00000377491	1	0.01	0	0	1	0.01
1PE0	ENST00000377488	1	0.01	0	0	1	0.01
1PE0	ENST00000338639	1	0.01	0	0	1	0.01
1PE0	ENST00000493678	1	0.01	0	0	1	0.01
1PE0	ENST00000377491	1	0.01	0	0	1	0.01
1PE0	ENST00000377488	1	0.01	0	0	1	0.01
1FGA	ENST00000264498	119	0.96	0	0	119	0.96
3L1B	ENST00000548884	203	0.95	3	0.01	200	0.94
3L1B	ENST00000549996	209	0.98	50	0.23	159	0.75
3L1B	ENST00000551379	198	0.93	0	0	198	0.93
3L1B	ENST00000188403	201	0.94	0	0	201	0.94
3L1Z	ENST00000343106	3	0.02	0	0	3	0.02
3L1Z	ENST00000357194	141	0.96	0	0	141	0.96
3L1Z	ENST00000253251	78	1	78	1	0	0
3L1Z	ENST00000377157	78	1	78	1	0	0
3L1X	ENST00000253251	75	1	75	1	0	0
3L1X	ENST00000377157	75	1	75	1	0	0
3L1Y	ENST00000511725	144	0.98	29	0.2	115	0.78
3L1Y	ENST00000398733	1	0.01	0	0	1	0.01
3L1Y	ENST00000398734	1	0.01	0	0	1	0.01
3L1Y	ENST00000505548	144	0.98	29	0.2	115	0.78
3L1Y	ENST00000253815	144	0.98	29	0.2	115	0.78
3L1S	ENST00000316626	79	0.24	0	0	79	0.24
3L1S	ENST00000316626	77	0.23	0	0	77	0.23
3L14	ENST00000285379	127	0.49	1	0	126	0.49
3L15	ENST00000377214	178	0.94	0	0	178	0.94
3L15	ENST00000539846	184	0.97	118	0.62	66	0.35
3L15	ENST00000377214	187	0.94	0	0	187	0.94
3L15	ENST00000539846	194	0.97	118	0.59	76	0.38
2P0F	ENST00000393791	1	0.01	0	0	1	0.01
2P0F	ENST00000430041	109	0.92	0	0	109	0.92
2P0D	ENST00000393791	2	0.02	0	0	2	0.02
2P0D	ENST00000430041	98	0.92	0	0	98	0.92
2P0E	ENST00000376808	77	0.43	14	0.08	63	0.35
2P0K	ENST00000372595	193	0.92	0	0	193	0.92
2P0K	ENST00000337495	202	0.97	0	0	202	0.97
2P0K	ENST00000372597	203	0.97	0	0	203	0.97
2P0K	ENST00000372596	193	0.92	0	0	193	0.92
2P0K	ENST00000361705	203	0.97	0	0	203	0.97
2P0K	ENST00000456518	201	0.96	0	0	201	0.96
2P0K	ENST00000397171	193	0.92	0	0	193	0.92
2P0K	ENST00000361191	193	0.92	0	0	193	0.92
2P0H	ENST00000393791	1	0.01	0	0	1	0.01
2P0H	ENST00000430041	109	0.92	0	0	109	0.92
2P0R	ENST00000354537	41	0.13	0	0	41	0.13
2P0R	ENST00000354537	41	0.13	0	0	41	0.13
2P0W	ENST00000392584	295	0.92	7	0.02	288	0.9
2P0W	ENST00000392584	292	0.93	5	0.02	287	0.91
1SQ0	ENST00000261405	1	0.01	0	0	1	0.01
1SQ0	ENST00000329125	2	0.01	0	0	2	0.01
1BHT	ENST00000457544	47	0.27	0	0	47	0.27
1BHT	ENST00000453411	47	0.27	0	0	47	0.27
1BHT	ENST00000423064	2	0.01	0	0	2	0.01
1BHT	ENST00000457544	46	0.26	0	0	46	0.26
1BHT	ENST00000453411	46	0.26	0	0	46	0.26
1BHT	ENST00000423064	1	0.01	0	0	1	0.01
1BHS	ENST00000225929	265	0.93	0	0	265	0.93
1BHX	ENST00000311907	12	0.86	0	0	12	0.86
1BHX	ENST00000311907	106	0.8	0	0	106	0.8
1BHX	ENST00000311907	59	0.61	0	0	59	0.61
1BHD	ENST00000367545	1	0.01	0	0	1	0.01
1BHD	ENST00000367545	1	0.01	0	0	1	0.01
1BHG	ENST00000345660	306	0.5	32	0.05	274	0.45
1BHG	ENST00000345660	306	0.5	32	0.05	274	0.45
1BHF	ENST00000336890	101	0.96	0	0	101	0.96
1BHF	ENST00000333070	101	0.96	0	0	101	0.96
1BHI	ENST00000264110	36	0.95	0	0	36	0.95
1BHI	ENST00000392544	36	0.95	0	0	36	0.95
1BHI	ENST00000409833	36	0.95	0	0	36	0.95
1BHH	ENST00000336890	100	0.96	0	0	100	0.96
1BHH	ENST00000333070	100	0.96	0	0	100	0.96
1BHH	ENST00000336890	99	0.96	0	0	99	0.96
1BHH	ENST00000333070	99	0.96	0	0	99	0.96
1BH5	ENST00000373365	168	0.95	0	0	168	0.95
1BH5	ENST00000373365	172	0.95	0	0	172	0.95
1BH5	ENST00000373365	168	0.95	0	0	168	0.95
1BH5	ENST00000373365	172	0.95	0	0	172	0.95
1BH9	ENST00000420584	65	0.73	47	0.53	18	0.2
1BH8	ENST00000420584	65	0.73	47	0.53	18	0.2
1SQW	ENST00000254941	82	0.47	43	0.24	39	0.22
1SQT	ENST00000496777	211	0.86	0	0	211	0.86
1SQT	ENST00000372764	211	0.86	0	0	211	0.86
4DCO	ENST00000308394	1	0.01	0	0	1	0.01
4DCO	ENST00000523916	1	0.01	0	0	1	0.01
4DCN	ENST00000423813	181	0.94	8	0.04	173	0.9
4DCN	ENST00000445086	182	0.94	55	0.28	127	0.66
4DCN	ENST00000423813	184	0.94	12	0.06	172	0.88
4DCN	ENST00000445086	185	0.94	59	0.3	126	0.64
1SQY	ENST00000231751	7	0.01	0	0	7	0.01
1SQY	ENST00000426532	660	0.96	44	0.06	616	0.89
1SQA	ENST00000496777	210	0.86	5	0.02	205	0.84
1SQA	ENST00000372764	210	0.86	5	0.02	205	0.84
1SQO	ENST00000496777	210	0.86	5	0.02	205	0.84
1SQO	ENST00000372764	210	0.86	5	0.02	205	0.84
1SQM	ENST00000228740	587	0.96	0	0	587	0.96
1SQM	ENST00000413268	576	0.94	102	0.17	474	0.78
2QD5	ENST00000382873	341	0.95	0	0	341	0.95
2QD5	ENST00000382873	341	0.95	0	0	341	0.95
2QD4	ENST00000382873	341	0.95	0	0	341	0.95
2QD4	ENST00000382873	341	0.95	0	0	341	0.95
2QD3	ENST00000382873	341	0.95	0	0	341	0.95
2QD3	ENST00000382873	341	0.95	0	0	341	0.95
2QD2	ENST00000262093	334	0.93	0	0	334	0.93
2QD2	ENST00000262093	334	0.93	0	0	334	0.93
2QD1	ENST00000262093	1	0	0	0	1	0
2QD1	ENST00000382873	341	0.95	0	0	341	0.95
2QD1	ENST00000262093	1	0	0	0	1	0
2QD1	ENST00000382873	341	0.95	0	0	341	0.95
2QD1	ENST00000262093	1	0	0	0	1	0
2QD1	ENST00000382873	341	0.95	0	0	341	0.95
2QD1	ENST00000262093	1	0	0	0	1	0
2QD1	ENST00000382873	341	0.95	0	0	341	0.95
2QD9	ENST00000229795	14	0.04	0	0	14	0.04
2QD9	ENST00000310795	98	0.3	45	0.14	53	0.16
3ETO	NULL	1	NULL	NULL	NULL	NULL	NULL
2QDP	ENST00000367279	269	0.92	0	0	269	0.92
2QDP	ENST00000495688	1	0	0	0	1	0
2QDP	ENST00000308986	1	0	0	0	1	0
2QDC	ENST00000367279	261	0.92	0	0	261	0.92
2QDC	ENST00000495688	1	0	0	0	1	0
2QDC	ENST00000308986	1	0	0	0	1	0
2QDM	ENST00000367279	263	0.92	0	0	263	0.92
2QDM	ENST00000495688	3	0.01	0	0	3	0.01
2QDM	ENST00000308986	3	0.01	0	0	3	0.01
2DIY	ENST00000331244	4	0.03	0	0	4	0.03
2DIY	ENST00000368644	4	0.03	0	0	4	0.03
2DIY	ENST00000481034	4	0.03	0	0	4	0.03
2DIX	ENST00000325748	5	0.06	0	0	5	0.06
2DIX	ENST00000487082	73	0.95	0	0	73	0.95
2DIX	ENST00000432031	70	0.91	0	0	70	0.91
2DIZ	ENST00000379757	105	0.95	0	0	105	0.95
2DIZ	ENST00000473453	109	0.99	73	0.66	36	0.33
2DIQ	ENST00000368827	95	0.92	0	0	95	0.92
2DIQ	ENST00000368825	94	0.91	0	0	94	0.91
2DIQ	ENST00000368824	95	0.92	0	0	95	0.92
2DIQ	ENST00000368822	95	0.92	0	0	95	0.92
2DIQ	ENST00000458431	95	0.92	0	0	95	0.92
2DIP	ENST00000295131	7	0.08	0	0	7	0.08
2DIR	ENST00000381337	6	0.07	0	0	6	0.07
2DIR	ENST00000396083	6	0.07	0	0	6	0.07
2DII	ENST00000453096	4	0.07	0	0	4	0.07
2DII	ENST00000265963	4	0.07	0	0	4	0.07
2DIM	ENST00000371477	5	0.08	0	0	5	0.08
2DIL	ENST00000558012	6	0.1	6	0.1	0	0
2DIL	ENST00000559295	61	0.98	25	0.4	36	0.58
2DIN	ENST00000371477	6	0.1	0	0	6	0.1
2DIA	ENST00000490882	101	0.95	0	0	101	0.95
2DIA	ENST00000295956	101	0.95	0	0	101	0.95
2DIA	ENST00000358537	101	0.95	0	0	101	0.95
2DIA	ENST00000429972	101	0.95	0	0	101	0.95
2DIA	ENST00000348383	101	0.95	0	0	101	0.95
2DIA	ENST00000357272	101	0.95	0	0	101	0.95
2DIA	ENST00000419752	95	0.9	0	0	95	0.9
2DIC	ENST00000419752	88	0.9	0	0	88	0.9
2DIB	ENST00000490882	112	0.93	0	0	112	0.93
2DIB	ENST00000295956	112	0.93	0	0	112	0.93
2DIB	ENST00000358537	112	0.93	0	0	112	0.93
2DIB	ENST00000429972	112	0.93	0	0	112	0.93
2DIB	ENST00000348383	112	0.93	0	0	112	0.93
2DIB	ENST00000357272	112	0.93	0	0	112	0.93
2DIB	ENST00000419752	109	0.9	0	0	109	0.9
2DID	ENST00000452705	6	0.13	0	0	6	0.13
2DID	ENST00000443109	6	0.13	0	0	6	0.13
2DID	ENST00000419790	6	0.13	0	0	6	0.13
2DID	ENST00000426469	6	0.13	0	0	6	0.13
2DID	ENST00000552520	6	0.13	0	0	6	0.13
2DID	ENST00000458607	6	0.13	0	0	6	0.13
2DID	ENST00000446397	6	0.13	0	0	6	0.13
2DID	ENST00000431272	6	0.13	0	0	6	0.13
2DID	ENST00000424575	6	0.13	0	0	6	0.13
2DID	ENST00000549841	6	0.13	0	0	6	0.13
2DID	ENST00000400644	6	0.13	0	0	6	0.13
2DID	ENST00000383601	6	0.13	0	0	6	0.13
2DID	ENST00000383603	6	0.13	0	0	6	0.13
2DID	ENST00000383602	6	0.13	0	0	6	0.13
2DID	ENST00000550282	6	0.13	0	0	6	0.13
2DID	ENST00000438076	6	0.13	0	0	6	0.13
2DID	ENST00000430502	6	0.13	0	0	6	0.13
2DID	ENST00000433900	6	0.13	0	0	6	0.13
2DID	ENST00000451715	6	0.13	0	0	6	0.13
2DID	ENST00000548002	6	0.13	0	0	6	0.13
2DID	ENST00000396551	6	0.13	0	0	6	0.13
2DID	ENST00000396548	6	0.13	0	0	6	0.13
2DID	ENST00000376659	6	0.13	0	0	6	0.13
2DID	ENST00000396547	6	0.13	0	0	6	0.13
2DID	ENST00000376656	6	0.13	0	0	6	0.13
2DID	ENST00000440117	6	0.13	0	0	6	0.13
2DID	ENST00000449318	6	0.13	0	0	6	0.13
2DID	ENST00000414015	6	0.13	0	0	6	0.13
2DID	ENST00000413715	6	0.13	0	0	6	0.13
2DID	ENST00000547030	6	0.13	0	0	6	0.13
2DID	ENST00000438859	6	0.13	0	0	6	0.13
2DID	ENST00000451132	6	0.13	0	0	6	0.13
2DID	ENST00000450778	6	0.13	0	0	6	0.13
2DID	ENST00000445206	6	0.13	0	0	6	0.13
2DID	ENST00000552337	6	0.13	0	0	6	0.13
2DIG	ENST00000272163	5	0.08	0	0	5	0.08
2DIG	ENST00000338179	5	0.08	0	0	5	0.08
2DIF	ENST00000452705	6	0.13	0	0	6	0.13
2DIF	ENST00000443109	6	0.13	0	0	6	0.13
2DIF	ENST00000419790	6	0.13	0	0	6	0.13
2DIF	ENST00000426469	6	0.13	0	0	6	0.13
2DIF	ENST00000552520	6	0.13	0	0	6	0.13
2DIF	ENST00000458607	6	0.13	0	0	6	0.13
2DIF	ENST00000446397	6	0.13	0	0	6	0.13
2DIF	ENST00000431272	6	0.13	0	0	6	0.13
2DIF	ENST00000424575	6	0.13	0	0	6	0.13
2DIF	ENST00000549841	6	0.13	0	0	6	0.13
2DIF	ENST00000400644	6	0.13	0	0	6	0.13
2DIF	ENST00000383601	6	0.13	0	0	6	0.13
2DIF	ENST00000383603	6	0.13	0	0	6	0.13
2DIF	ENST00000383602	6	0.13	0	0	6	0.13
2DIF	ENST00000550282	6	0.13	0	0	6	0.13
2DIF	ENST00000438076	6	0.13	0	0	6	0.13
2DIF	ENST00000430502	6	0.13	0	0	6	0.13
2DIF	ENST00000433900	6	0.13	0	0	6	0.13
2DIF	ENST00000451715	6	0.13	0	0	6	0.13
2DIF	ENST00000548002	6	0.13	0	0	6	0.13
2DIF	ENST00000396551	6	0.13	0	0	6	0.13
2DIF	ENST00000396548	6	0.13	0	0	6	0.13
2DIF	ENST00000376659	6	0.13	0	0	6	0.13
2DIF	ENST00000396547	6	0.13	0	0	6	0.13
2DIF	ENST00000376656	6	0.13	0	0	6	0.13
2DIF	ENST00000440117	6	0.13	0	0	6	0.13
2DIF	ENST00000449318	6	0.13	0	0	6	0.13
2DIF	ENST00000414015	6	0.13	0	0	6	0.13
